PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3(Flitecam data),PAH G7.6,PAH G7.8,H2,H2_12,PAH PLAT7,f_evsg,G76,G78,G76 Dave,G78 Dave,PAH 12.7
8.8877678887781E-06,3.75898617020565E-06,1.6815913487541E-05,4.97443752915414E-07,3.0351411526877E-06,1.20956619508033E-06,1.74461060274167E-05,3.56756407390189E-06,1.87472626078289E-07,4.66992155975793E-08,3.34802854130507E-05,0.147172806202655,3.64211609198895E-05,1.11716756469957E-05,1.45593929440171E-05,6.02059182928336E-06,1.50062196369343E-06
8.68488498159454E-06,3.62147315495319E-06,1.61149216719492E-05,4.73221536338815E-07,2.81341219829606E-06,1.05792780039935E-06,1.65810080208781E-05,3.38537027714448E-06,1.92135404252041E-07,5.08305388143571E-08,3.24141979798584E-05,0.149943050520444,3.46151490993661E-05,1.06011434967371E-05,1.41023059473544E-05,5.79614274569409E-06,1.43496497869712E-06
8.5994546710911E-06,3.53842976608807E-06,1.57361758721538E-05,4.57772747297494E-07,2.65839089134114E-06,1.41733913858785E-06,1.60848547192597E-05,3.27041699952689E-06,2.06721458513961E-07,6.98937314909718E-08,3.20533156592526E-05,0.153881962588494,3.3579360413296E-05,1.02411721814362E-05,1.40147357326508E-05,5.66806126758121E-06,1.39708263681957E-06
8.55795850545941E-06,3.5352742783551E-06,1.558574413377E-05,4.67250191907287E-07,2.57053406634502E-06,1.3959219823485E-06,1.60006938950493E-05,3.24708957503235E-06,2.1092945408325E-07,8.6716750111651E-08,3.18234180440237E-05,0.14110018085878,3.3403663044674E-05,1.0168123340621E-05,1.41373669481588E-05,5.63776840906064E-06,1.3932897472625E-06
8.47962081311817E-06,3.55403271546694E-06,1.55380525910312E-05,4.73128429515173E-07,2.53780143877075E-06,1.12041452064019E-06,1.59885418589738E-05,3.24129604988847E-06,2.01960234103216E-07,9.22690798657677E-08,3.06854849003407E-05,0.120118333277977,3.33782939874921E-05,1.01499811622552E-05,1.4051566059327E-05,5.57671829348803E-06,1.40313224143024E-06
8.53386682274615E-06,3.75087452033016E-06,1.54960357914987E-05,4.62490644595176E-07,2.55367811232008E-06,1.74349722312092E-06,1.6042953879616E-05,3.26832419926467E-06,2.27534581634438E-07,9.03895604278409E-08,3.10941053913737E-05,0.127083709412722,3.34918866113518E-05,1.02346186661414E-05,1.39398847508585E-05,5.54501392145702E-06,1.45635510730888E-06
8.70317271674758E-06,4.13461575134146E-06,1.5553764001876E-05,4.52070995774053E-07,2.54404602409274E-06,2.14253959708538E-06,1.6157208169919E-05,3.33232277073778E-06,2.82934068049645E-07,9.16544326204466E-08,3.35709315956642E-05,0.17211692770881,3.37304082554582E-05,1.04350274794264E-05,1.40220847064488E-05,5.61044095367586E-06,1.50668749660608E-06
8.74128525609307E-06,4.26034505487872E-06,1.53700934887148E-05,4.58914259787696E-07,2.46986590847705E-06,1.86098694632136E-06,1.59875497635663E-05,3.36826078090178E-06,2.91380252944263E-07,9.25182749900816E-08,3.42374575635922E-05,0.188851750359317,3.33762228510205E-05,1.05475658346272E-05,1.39933610573165E-05,5.7062327724305E-06,1.48725121322703E-06
8.63516275927237E-06,4.13835384653746E-06,1.51354298266826E-05,4.5797723165727E-07,2.47723545680442E-06,1.6522312765155E-06,1.57620092292364E-05,3.30653487059209E-06,2.41052447392634E-07,9.2170503121113E-08,3.18689610015264E-05,0.152228179798158,3.29053757701945E-05,1.03542737634238E-05,1.39560986621756E-05,5.65186339127022E-06,1.4565719257081E-06
8.60588918583557E-06,4.15118469874815E-06,1.52259350944602E-05,4.56814019297764E-07,2.58277539436839E-06,1.70869183688274E-06,1.59094648069746E-05,3.27836492933306E-06,2.05002655504907E-07,9.21555466965881E-08,3.06786527609805E-05,0.101046019705551,3.32132096969686E-05,1.02660607866639E-05,1.41450859831097E-05,5.61140648623551E-06,1.49283722727219E-06
8.99232327875239E-06,4.32168284131768E-06,1.52580036361802E-05,4.56736619002106E-07,2.62265144293734E-06,2.01926658322124E-06,1.60035397044293E-05,3.35593024937368E-06,2.19249179845577E-07,9.19727074221292E-08,3.14563224504737E-05,0.088109539613766,3.34096040656224E-05,1.05089532979122E-05,1.41758966303412E-05,5.71326637940425E-06,1.54017678818598E-06
9.66521654367704E-06,4.75582113101468E-06,1.60712163573312E-05,4.29416107160917E-07,2.6315046726247E-06,2.76668045630062E-06,1.6507009387029E-05,3.68021933881603E-06,2.90148011873247E-07,1.08813923325711E-07,3.36893952250144E-05,0.158106751424734,3.44606667095977E-05,1.15244508329423E-05,1.42926457241916E-05,6.10354970227417E-06,1.59317802547322E-06
1.03411111598192E-05,5.47199103738295E-06,1.71643525626092E-05,4.11731058342625E-07,2.60154689405192E-06,3.27612536720748E-06,1.75367980416395E-05,4.35302301365792E-06,3.83484669310306E-07,1.34508863785345E-07,3.90200032819073E-05,0.279996801420823,3.66104930515966E-05,1.36313070165286E-05,1.46881593485633E-05,6.92147958569943E-06,1.70459937146882E-06
1.05525382086314E-05,5.80673138327575E-06,1.75696919069635E-05,4.03445842825222E-07,2.45520708504211E-06,2.45507684803761E-06,1.80504129692883E-05,4.95232078892191E-06,4.38070607328806E-07,1.45946312996943E-07,4.33722231102339E-05,0.371247425589996,3.76827352987408E-05,1.55079825919424E-05,1.4785736714616E-05,7.64196696229491E-06,1.76710849813213E-06
9.82497879171183E-06,5.4895501918574E-06,1.68571386433734E-05,4.0193377783775E-07,2.28296849295802E-06,1.99404712173083E-06,1.74356269478163E-05,4.93982211388682E-06,4.24365389279485E-07,1.5136873599163E-07,4.21672683508093E-05,0.389565224343414,3.63992843908911E-05,1.54688435209637E-05,1.42154446643131E-05,7.63509692662528E-06,1.6600697664456E-06
8.79062517785963E-06,5.0031420795036E-06,1.58042587027695E-05,4.0669246416938E-07,2.18779150037662E-06,1.93103734504965E-06,1.63346920482238E-05,4.50533938955478E-06,3.83100413687629E-07,1.57103614403182E-07,3.74202395088265E-05,0.356497187976769,3.41009304156619E-05,1.41082792900453E-05,1.3440744526908E-05,7.11635402988365E-06,1.51103020626735E-06
8.15433420465323E-06,4.58370153166006E-06,1.48229203030172E-05,4.15376007396492E-07,2.083157947739E-06,1.65373540128652E-06,1.53179492978327E-05,4.08527289162001E-06,3.5553719386009E-07,1.63015141241523E-07,3.34594116202065E-05,0.322222442239251,3.19783392043091E-05,1.27928588608996E-05,1.28907285190879E-05,6.67597709654576E-06,1.416481566294E-06
7.66835133606921E-06,4.21138998014504E-06,1.39252790056191E-05,4.13970027604319E-07,1.93622906612429E-06,1.76886588322497E-06,1.44078886683965E-05,3.7822974299555E-06,3.31455152367137E-07,1.60463562171497E-07,3.1092687367936E-05,0.308820681346267,3.007846168554E-05,1.18441040476433E-05,1.24514590871467E-05,6.43713450764028E-06,1.31770808724691E-06
7.29365116869342E-06,3.92479549572366E-06,1.29194363703224E-05,3.83163026030159E-07,1.78957759336692E-06,1.43683682154752E-06,1.34452080636905E-05,3.50715964343189E-06,3.08584795932674E-07,1.52754875583957E-07,2.97405749044307E-05,0.310835789218035,2.80687326856501E-05,1.09825217338848E-05,1.18363584901175E-05,6.19388014165536E-06,1.22777535285302E-06
6.99964967599215E-06,3.79361042465433E-06,1.21773722549709E-05,3.44688704712877E-07,1.70760658592603E-06,1.60128077008563E-06,1.27105175973306E-05,3.32674015370133E-06,2.99309978337329E-07,1.54490511986329E-07,2.88350464132528E-05,0.324633124667053,2.65349646540015E-05,1.04175457508573E-05,1.11589569958396E-05,5.89911573769364E-06,1.17742052283101E-06
6.62310986634366E-06,3.79503898150175E-06,1.15176289652736E-05,3.14552582055677E-07,1.57626920060677E-06,1.93170272568942E-06,1.20755096649918E-05,3.23682217241106E-06,3.15694184005607E-07,1.55233701902206E-07,2.87221715729293E-05,0.356442436792087,2.52092977084509E-05,1.01359714046091E-05,1.04553858147843E-05,5.59345941407059E-06,1.1223033547782E-06
6.27000636446386E-06,3.76667424177903E-06,1.0645248141038E-05,2.84554390185983E-07,1.42544640051965E-06,1.79343459661632E-06,1.1198861601733E-05,3.03741141810999E-06,3.2744457993171E-07,1.4506163073498E-07,2.82359992169154E-05,0.383541291919553,2.33791735459655E-05,9.51152508173263E-06,9.78728223519093E-06,5.22751300266564E-06,1.03497951648052E-06
6.06230775524107E-06,3.73542677976443E-06,1.00793148411559E-05,2.52369361106468E-07,1.36303119587293E-06,1.83394389645593E-06,1.04833336402529E-05,2.8163701375855E-06,3.19232221567867E-07,1.36381976350459E-07,2.72726467382794E-05,0.388563838315432,2.18854098953953E-05,8.81934368303518E-06,9.14650201350402E-06,4.82258508016905E-06,9.77628362934291E-07
5.9718019169089E-06,3.74425449368654E-06,9.65998016703654E-06,2.43598682763769E-07,1.31999789882352E-06,1.93454447771167E-06,9.97399632372526E-06,2.6800665857634E-06,3.19799159871715E-07,1.29386246914409E-07,2.63374564927402E-05,0.383997335025274,2.08220977534993E-05,8.39251488922894E-06,8.6930719459312E-06,4.52443240057553E-06,9.88995560251652E-07
5.62965141432907E-06,3.6250972069152E-06,9.19234053045956E-06,2.39583798145874E-07,1.28415221337283E-06,1.85761780793811E-06,9.51366834936396E-06,2.54251952408107E-06,3.13788420192497E-07,1.18971305123653E-07,2.46811649199082E-05,0.360725583556779,1.98610993963993E-05,7.96179209701524E-06,8.2176847122875E-06,4.21669476018092E-06,9.94305266700114E-07
5.29171484961404E-06,3.44416339404784E-06,8.7733086177906E-06,2.14555939818055E-07,1.27946879608778E-06,1.93729615443382E-06,9.0630195885197E-06,2.39590889685275E-06,3.07334483333572E-07,1.1167557251861E-07,2.32403257194513E-05,0.3418515126317,1.89203077371452E-05,7.50268713355315E-06,7.76432447830092E-06,3.98189335615217E-06,9.39953085177721E-07
5.13568721616717E-06,3.33650967663643E-06,8.32224289026374E-06,2.03570968738779E-07,1.19999278873061E-06,1.63664119973831E-06,8.54351892451325E-06,2.285608470775E-06,3.04289664413953E-07,1.08630838358852E-07,2.21328025405083E-05,0.354476460144679,1.78357782007527E-05,7.15728602558699E-06,7.25401433428179E-06,3.78112425473917E-06,8.65963329205473E-07
4.79993961457185E-06,3.08444351863786E-06,7.7239252882808E-06,1.82210252018042E-07,1.04172089834583E-06,1.314675409919E-06,7.94664865754951E-06,2.19530364022635E-06,2.91333514180272E-07,9.89159537171925E-08,2.0109149547568E-05,0.360731406893205,1.65897289100272E-05,6.87450027728702E-06,6.64458783944133E-06,3.58762023513754E-06,7.95432801416738E-07
4.18569388292892E-06,2.70007806854782E-06,6.95990003356978E-06,1.4745821748288E-07,8.99620599565063E-07,8.95526463527705E-07,7.15021515287569E-06,2.07967835985056E-06,2.623088203013E-07,9.22057146518763E-08,1.78263813944436E-05,0.363219515167798,1.4927063740497E-05,6.51242461383901E-06,5.85731228184075E-06,3.37322506024143E-06,7.04469627536858E-07
3.67154766852747E-06,2.32788367501606E-06,6.29836284212982E-06,1.32508194880052E-07,7.79663156634894E-07,6.59679552894578E-07,6.46449619193695E-06,1.90854256182764E-06,2.26087677452984E-07,9.87129747433229E-08,1.55306587342188E-05,0.373859475614606,1.34955305042022E-05,5.97652011780266E-06,5.25727435834647E-06,3.09351607340507E-06,6.02531262667477E-07
3.20362476771909E-06,1.96108805639405E-06,5.94714680733546E-06,1.28478257251002E-07,6.66988225610872E-07,5.80338328483164E-07,6.06571198871069E-06,1.73406967677699E-06,1.96422357582372E-07,1.12464347237623E-07,1.3185624247086E-05,0.337718247096593,1.26630132871689E-05,5.43016567521807E-06,4.88332299407178E-06,2.83151630136259E-06,5.07333644818979E-07
2.78946731177411E-06,1.68005685594302E-06,5.05671738986829E-06,1.33127902768834E-07,6.01848467380496E-07,3.87183178884782E-07,5.18162177831269E-06,1.4695452826187E-06,1.62189076062463E-07,1.02360415583591E-07,1.14221624455661E-05,0.327458479048025,1.08173526125173E-05,4.60181874968624E-06,4.17107573313685E-06,2.47358008496225E-06,4.33431087441801E-07
2.53947245990601E-06,1.47153489358114E-06,4.21948181732036E-06,1.22970846983416E-07,5.28483827857907E-07,2.51707255900191E-07,4.39446131550609E-06,1.2306838386527E-06,1.33845264338727E-07,7.61300808585779E-08,1.00436411625829E-05,0.310620849047084,9.17404620129872E-06,3.85383426467527E-06,3.64768841042041E-06,2.12179715128976E-06,3.9085579710654E-07
2.19171272166659E-06,1.30250867963638E-06,3.85190574035937E-06,9.80518492342779E-08,4.93884152380054E-07,2.28177705806851E-07,3.97093432015116E-06,1.05419888311999E-06,1.12342882599754E-07,7.14982390425579E-08,8.46019175980807E-06,0.277191976764449,8.28987498122827E-06,3.30117910867983E-06,3.27834488631105E-06,1.79729840297777E-06,3.43202883158547E-07
1.92871514927762E-06,1.13475990806101E-06,3.25687479708503E-06,7.75788142090219E-08,4.45834613650239E-07,4.0512417821128E-07,3.4609789563699E-06,9.02108136759341E-07,1.0248578882774E-07,6.94542628805543E-08,6.96528959914879E-06,0.269122161788937,7.2252725801509E-06,2.82491338448997E-06,2.87802439449713E-06,1.5648399666375E-06,3.01624317469285E-07
1.74146819668499E-06,1.01438471353319E-06,2.86615884391996E-06,6.95764742901736E-08,3.83353736545911E-07,2.48288248764942E-07,3.04858849119106E-06,8.39624512822624E-07,1.11408421305694E-07,7.30778164007199E-08,6.07153039505357E-06,0.305670848707825,6.36435040814857E-06,2.62924856518753E-06,2.50727620732579E-06,1.4503324723998E-06,2.90764359907153E-07
1.54488875206619E-06,9.14567480889196E-07,2.73479100038621E-06,6.40288480932063E-08,3.53675614044212E-07,1.2498630912491E-07,2.88385404915213E-06,8.14954537308091E-07,1.27549620699208E-07,7.47655615135669E-08,5.49597246088673E-06,0.311260991335061,6.02044446070568E-06,2.55199558277193E-06,2.31023385645078E-06,1.36177068768236E-06,2.83412825041576E-07
1.38766162741404E-06,8.54514732742053E-07,2.50406534704025E-06,7.47546251360155E-08,3.26283789282699E-07,7.43947286810448E-08,2.59601552987884E-06,7.37011147914117E-07,1.05357973951123E-07,5.00928744550562E-08,4.98499722063635E-06,0.316309028783463,5.41954171410305E-06,2.30791916337223E-06,2.03565183778775E-06,1.20466810706196E-06,2.55965095754255E-07
1.26307501276799E-06,8.01139555429014E-07,2.20090420764245E-06,8.51185168273827E-08,3.21428141320296E-07,9.02299925624198E-08,2.25914630537642E-06,6.79926569132E-07,8.45052891180788E-08,3.23269967930468E-08,4.5330226283955E-06,0.317203314776126,4.7162805843541E-06,2.12916122507354E-06,1.70882235252369E-06,1.07386596676068E-06,2.16217632488514E-07
1.20297781573293E-06,7.14327849420567E-07,2.02553762232691E-06,7.57811264432748E-08,2.74862446805725E-07,1.40718603238628E-07,2.11549953702639E-06,6.48301076463863E-07,7.56361126898567E-08,3.67028842255224E-08,4.10097435611803E-06,0.31499517271857,4.41639807432712E-06,2.03012733557749E-06,1.5710900018592E-06,1.00869929729758E-06,1.8022422168752E-07
1.02892321653351E-06,6.60806971210899E-07,1.9341998124958E-06,7.50714607476467E-08,2.62573084235763E-07,2.1781047112951E-07,2.01361823317018E-06,6.13903907084737E-07,5.96774101731437E-08,4.25364453077648E-08,3.80270597911821E-06,0.284080154398392,4.2037067518828E-06,1.92241405796898E-06,1.44180405125629E-06,9.24388194641503E-07,1.54918129152282E-07
8.99078697925511E-07,5.82999783649779E-07,1.99791120628178E-06,7.25502072193219E-08,2.69162313513497E-07,2.74205101064212E-07,1.94222715866623E-06,5.97678941552278E-07,5.08180085124719E-08,3.67932336975558E-08,2.8906333974718E-06,0.19708834262026,4.05466800314047E-06,1.87160626627763E-06,1.49675360075208E-06,9.45835483531624E-07,1.7010981438027E-07
8.72179715001416E-07,4.67247529790629E-07,1.48348002646725E-06,5.08322555097003E-08,2.59694444434443E-07,1.19261708066054E-07,1.56321874311671E-06,4.95058711151489E-07,3.29523838114427E-08,2.462593815845E-08,2.62711751653663E-06,0.139648651006638,3.26343547990413E-06,1.55025536546433E-06,1.18806841031329E-06,8.22577182313022E-07,2.02209576918291E-07
8.99411245920634E-06,4.39859248529428E-06,1.65519484004469E-05,4.4616336474181E-07,3.14898626380244E-06,2.15461247635917E-06,1.72816830601476E-05,3.95047539007503E-06,3.02804704364106E-07,9.68641234834405E-08,3.49427440068163E-05,0.211786934000623,3.60779052191376E-05,1.23707461996857E-05,0,0,1.61415230900101E-06
9.55157879771375E-06,4.74370015081406E-06,1.71210165507553E-05,4.64783998037156E-07,3.36965169202336E-06,2.07925832164535E-06,1.80736136508926E-05,4.18833676512917E-06,2.92242611283856E-07,8.99804251754948E-08,3.62074577138751E-05,0.215252992237585,3.7731169932626E-05,1.31155990112981E-05,1.59160802001178E-05,7.27598935884417E-06,1.69109999712679E-06
9.35439856181938E-06,4.72391995116471E-06,1.65740980934069E-05,4.66515989203013E-07,3.29357899112129E-06,1.74034600828142E-06,1.75776037462402E-05,4.05505705600139E-06,2.54069582388335E-07,7.79000037970606E-08,3.51160942090694E-05,0.209468402603859,3.66956806075689E-05,1.26982392526903E-05,1.57352382226656E-05,7.14376489677259E-06,1.66104737437897E-06
8.75477755216951E-06,4.37799806571064E-06,1.54896736821138E-05,4.45848557124514E-07,3.00382606922244E-06,1.41148642734768E-06,1.63464263725535E-05,3.7275619782784E-06,2.25986795711636E-07,7.30921658325515E-08,3.234934601077E-05,0.191133500648469,3.41254274417621E-05,1.16727023012804E-05,1.47239038754091E-05,6.58363743554828E-06,1.5802937346317E-06
8.01193611877937E-06,3.93007674418034E-06,1.41915538760358E-05,4.11804240074416E-07,2.65624439236923E-06,1.0998960422612E-06,1.49572776647561E-05,3.40155194787955E-06,2.12223749972239E-07,7.6736561429692E-08,3.01192244745788E-05,0.177734970310049,3.12253872523447E-05,1.0651815712606E-05,1.32523940984432E-05,5.96731808038324E-06,1.46640942139351E-06
7.48818882548181E-06,3.62965586467812E-06,1.2843960940056E-05,3.79567195822594E-07,2.35068385673393E-06,9.95192880849112E-07,1.37164047739055E-05,3.16239159085952E-06,2.09921762068587E-07,8.23297745508804E-08,2.92005305927315E-05,0.201334434009586,2.86348933525727E-05,9.90289519403901E-06,1.19789455105488E-05,5.57408981878751E-06,1.34881472522933E-06
7.30073814850277E-06,3.51714705427969E-06,1.21920219302838E-05,3.50148051114608E-07,2.17272883359933E-06,1.2968836268468E-06,1.29917569573124E-05,3.00258992109797E-06,2.24605623828127E-07,8.84128780711642E-08,2.93841496667192E-05,0.240345477574513,2.71220907422418E-05,9.40248304013149E-06,1.13974662168056E-05,5.42179349513553E-06,1.27401657539032E-06
7.19678937345775E-06,3.53968588896312E-06,1.26447605646603E-05,3.43294650966274E-07,2.12499401474736E-06,1.47419118143828E-06,1.31050911445136E-05,3.05548137354964E-06,2.41011546286404E-07,8.8155333508321E-08,2.92518596673424E-05,0.262925909592051,2.73586915437785E-05,9.56811038109814E-06,1.14130295126417E-05,5.44808232131201E-06,1.2346774495836E-06
6.7878354299725E-06,3.48105107586498E-06,1.208335808948E-05,3.43034545963775E-07,2.04303980801264E-06,8.17173848270785E-07,1.26845557095117E-05,2.99995010602192E-06,2.33407163084021E-07,7.99175065101293E-08,2.8081188787513E-05,0.26377751626618,2.6480765619985E-05,9.39421657113843E-06,1.10201229221851E-05,5.26435114146453E-06,1.16869758054475E-06
6.17131623928159E-06,3.28375560952357E-06,1.10511664361409E-05,3.27239552313892E-07,1.89986463008824E-06,7.12255409308594E-07,1.17496918019198E-05,2.82153340297406E-06,2.12804216888137E-07,7.99345203443561E-08,2.58474278428018E-05,0.255519470408852,2.45291078252259E-05,8.83551222969768E-06,1.01606645683884E-05,4.82076172833882E-06,1.10288733047501E-06
6.05673996777989E-06,3.12170738726981E-06,1.07171393238187E-05,3.16685499174412E-07,1.81905233487146E-06,8.03462538209524E-07,1.13366283073376E-05,2.72160992775049E-06,2.11350740811049E-07,8.8533158257158E-08,2.47212465090284E-05,0.243310531201919,2.3666780611195E-05,8.52260610339021E-06,9.8755753910166E-06,4.55603092503417E-06,1.07221274750483E-06
6.28656143543686E-06,3.08079992964525E-06,1.11518841897787E-05,3.32890338834138E-07,1.83349848697881E-06,9.57773005367003E-07,1.16807108697588E-05,2.77128748262608E-06,2.14758658871425E-07,8.99450989020866E-08,2.51195744086285E-05,0.231227345384826,2.43851005821947E-05,8.67816926035374E-06,1.0140866045225E-05,4.5910123561781E-06,1.07839354264072E-06
6.8223026477451E-06,3.03554618326591E-06,1.21938321466174E-05,3.45870600392656E-07,2.01723330748714E-06,1.0087515185557E-06,1.27644107321552E-05,2.91909012107845E-06,2.01379087009853E-07,8.21198570127903E-08,2.66812846431893E-05,0.21407257201718,2.66474740319016E-05,9.14100695642746E-06,1.08955902990225E-05,4.84391548525293E-06,1.14237465551395E-06
7.74515978903783E-06,3.17258812139602E-06,1.37906204740866E-05,3.84199298625511E-07,2.40266597061055E-06,9.06420342588575E-07,1.45493668392463E-05,3.19135768728487E-06,1.84642857509678E-07,7.4064319836951E-08,2.90165001500867E-05,0.194679104241718,3.03738169481455E-05,9.99360129694851E-06,1.21523285647981E-05,5.29639368831848E-06,1.24691067712346E-06
8.40131742635179E-06,3.428387071521E-06,1.53775616501E-05,4.35947617630675E-07,2.76766933636385E-06,1.37374212100569E-06,1.6148600097979E-05,3.44845079633671E-06,1.80870847675564E-07,6.65540481897029E-08,3.15396834458306E-05,0.178308115010407,3.37124377139032E-05,1.07986774682262E-05,1.33389408272625E-05,5.69584360406408E-06,1.38902152880403E-06
8.39798624141686E-06,3.53574451430838E-06,1.59336539908247E-05,4.56934270138104E-07,2.83742997929445E-06,1.07030699495373E-06,1.64756451905416E-05,3.49751838913927E-06,1.88166005403421E-07,6.13740636021301E-08,3.21894957255479E-05,0.16857887954316,3.43951896085417E-05,1.09523305548181E-05,1.36508616916619E-05,5.78181191118257E-06,1.42493850585398E-06
8.24951612203863E-06,3.48009113074557E-06,1.54851464250169E-05,4.41571834091523E-07,2.67193479532004E-06,1.13816936393277E-06,1.59151532686996E-05,3.39051251134358E-06,1.97027583880271E-07,6.61806695120229E-08,3.1504982604082E-05,0.173107043232,3.32250851481179E-05,1.06172461851215E-05,1.35475461602255E-05,5.74039781208431E-06,1.3731045086187E-06
8.26891890077768E-06,3.4707215423916E-06,1.53855990723198E-05,4.33815391362262E-07,2.56052373387544E-06,1.11695676977476E-06,1.57510506846713E-05,3.32683853663812E-06,2.10589365193956E-07,7.72491575252112E-08,3.17683201342418E-05,0.180693668360058,3.2882498291723E-05,1.04178538328528E-05,1.37082632758718E-05,5.68298955567821E-06,1.36708050024012E-06
8.385297006028E-06,3.49675098793269E-06,1.56635508629881E-05,4.49458363993307E-07,2.50109991132727E-06,1.21356934279298E-06,1.58681117581553E-05,3.30306297554263E-06,2.09165309269117E-07,8.3866365839087E-08,3.15713172024744E-05,0.169024225008638,3.31268794841861E-05,1.03434016712709E-05,1.39034581804667E-05,5.58833442627518E-06,1.3793619645865E-06
8.32641772338971E-06,3.50299303962061E-06,1.55050727189186E-05,4.49802518861892E-07,2.46775952607603E-06,1.32282084892623E-06,1.57871131407592E-05,3.25327209908592E-06,1.98359130327882E-07,8.35305271830989E-08,3.05262180837008E-05,0.148010690133598,3.29577836599468E-05,1.01874836525804E-05,1.37493934771715E-05,5.43197183744753E-06,1.39499756641367E-06
8.28013877608912E-06,3.67961927136804E-06,1.52136801535913E-05,4.34116936505138E-07,2.46597517178228E-06,1.675314457049E-06,1.5678144111814E-05,3.23209152929644E-06,2.21312065008623E-07,8.35356951939251E-08,3.06985397164809E-05,0.150564683866643,3.27302957304191E-05,1.0121157596256E-05,1.35421452449061E-05,5.35440498859807E-06,1.42944411845437E-06
8.4880284995099E-06,4.07744113854377E-06,1.51916230279104E-05,4.2965975017004E-07,2.46849233142517E-06,2.44106428771188E-06,1.57905245902882E-05,3.27737396236332E-06,2.77978012742864E-07,8.97746873956333E-08,3.31697346746509E-05,0.188983368466585,3.29649055329922E-05,1.02629576156111E-05,1.363447728452E-05,5.45108398293073E-06,1.47477514005918E-06
8.70837473463437E-06,4.30627923619624E-06,1.51924397388149E-05,4.41943192319741E-07,2.46181205936755E-06,1.9929064357411E-06,1.58037572389378E-05,3.34599573752828E-06,2.99640108898884E-07,9.01625781569994E-08,3.45363788754496E-05,0.206442363682064,3.29925305184822E-05,1.04778437952518E-05,1.37360512463816E-05,5.63401320779245E-06,1.48337112227952E-06
8.74357981009681E-06,4.19464420503006E-06,1.51665635527422E-05,4.52871895019754E-07,2.51018743068296E-06,1.76030995235018E-06,1.57597896469037E-05,3.30133434381265E-06,2.51136398127633E-07,8.22937286066159E-08,3.23244158589574E-05,0.161206296538116,3.2900742084879E-05,1.03379885342955E-05,1.38747642133119E-05,5.63846504262398E-06,1.45905108904007E-06
8.6582699019672E-06,4.13177454847329E-06,1.53194747817108E-05,4.66838704797235E-07,2.62162323007842E-06,1.60499644166434E-06,1.59506936009866E-05,3.25565200939886E-06,2.0420682443019E-07,7.75398082608842E-08,3.02591745330566E-05,0.096143617729446,3.3299280510644E-05,1.01949362408267E-05,1.41626386275394E-05,5.57165555616333E-06,1.47617680505123E-06
8.83964283528119E-06,4.23773655876642E-06,1.54773242967309E-05,4.65596236004592E-07,2.66242664077796E-06,1.91555552603373E-06,1.60212247367465E-05,3.31890624196142E-06,2.08921751608376E-07,7.56828075539673E-08,3.02903145586625E-05,0.076439337274722,3.34465240182403E-05,1.03930141883703E-05,1.41158473713941E-05,5.60428741479931E-06,1.51908858816323E-06
9.30406379807965E-06,4.5634591624351E-06,1.58697353590291E-05,4.32483590306806E-07,2.63392675503446E-06,2.72791150338475E-06,1.62904473606573E-05,3.5749123252542E-06,2.63744641234304E-07,8.79834434797992E-08,3.22133947341186E-05,0.134840078603935,3.40085635067841E-05,1.1194686384569E-05,1.40857857903664E-05,5.91978397485524E-06,1.55844368595103E-06
9.88023268874947E-06,5.14075987869099E-06,1.65370217760108E-05,4.1343772636814E-07,2.56482268426056E-06,2.78425499535932E-06,1.69738884180894E-05,4.13389187183407E-06,3.45200666995122E-07,1.12766991736242E-07,3.64696748806491E-05,0.247388775384268,3.54353413042407E-05,1.29451071361899E-05,1.42544239462864E-05,6.56719674375137E-06,1.64585848252498E-06
1.00418098562815E-05,5.41161996297857E-06,1.68318742226009E-05,4.01221644034842E-07,2.42877786751227E-06,2.37539318867548E-06,1.73048228970127E-05,4.65292030455757E-06,3.99043878223531E-07,1.21248979547515E-07,4.02688539963995E-05,0.336551001598547,3.61262128312087E-05,1.45704226685368E-05,1.42328374605404E-05,7.15846503896971E-06,1.71103993244153E-06
9.30179573736183E-06,5.15701492281938E-06,1.62705942760865E-05,3.97666187441537E-07,2.27743782575363E-06,1.93653032477885E-06,1.67315096033038E-05,4.68057084882367E-06,3.88278107311833E-07,1.22623030525952E-07,3.94321324310145E-05,0.364509985175151,3.49293419825008E-05,1.46570091756338E-05,1.37061329675662E-05,7.22236467478647E-06,1.61089686386986E-06
8.53077266210973E-06,4.76139777100736E-06,1.53377571506435E-05,3.98538439970515E-07,2.1704847287602E-06,1.69574396580178E-06,1.57831348409681E-05,4.35670821383245E-06,3.53567600702029E-07,1.33597288411193E-07,3.54486507846467E-05,0.346638731022884,3.29494784085256E-05,1.36428470646374E-05,1.29973856093171E-05,6.83145216062815E-06,1.4574697816112E-06
8.11879284877036E-06,4.49276987562225E-06,1.46368207531035E-05,3.99860140374198E-07,2.07539061881614E-06,1.66182233340946E-06,1.50976291365207E-05,4.07117631548389E-06,3.47375298480766E-07,1.49718760306633E-07,3.26832749046348E-05,0.324997574556893,3.15183903746717E-05,1.27487160303677E-05,1.26822954621846E-05,6.57541511499217E-06,1.39031251250033E-06
