PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6_north,Ratio 6.2/11.2,Ratio 7.7/11.2,Ratio 6.2/7.7,H2_9,H2_12,PAH 12.7,PAH 12.0,PAH 13.5,PAH 14.2,G7.6,G7.8,f_evsg,PAHPLAT_11,fevsg
2.64146035947227E-06,8.72276380894222E-07,4.27761579047326E-06,1.13001292557582E-07,7.10412672285759E-07,3.02823785823979,4.90396837993942,0.617507623137896,6.91112536972414E-08,3.72930853944607E-08,3.36193397933343E-07,1.71168825074038E-08,5.73609682775269E-08,4.19078724793123E-08,4.02622102170392E-06,1.06787329505719E-06,0.196329762637755,1.86945521303924E-06,0.196329762637755
1.69376709398039E-06,1.3511446004629E-06,3.75501771119454E-06,6.34854791157474E-08,4.25447549154703E-07,1.25357944175636,2.7791383023757,0.451067671114013,1.76989537124685E-07,6.66274368323331E-08,3.57374123674748E-07,1.92973112580203E-08,1.52983432385885E-08,8.94592859138324E-08,3.61890281665543E-06,1.62685852314611E-06,0.57629871881371,2.65239375535936E-06,0.57629871881371
1.87677713846932E-06,1.41162582027302E-06,3.63815052970018E-06,6.78185457117135E-08,4.27805377086178E-07,1.32951460048126,2.57727683742462,0.515860221601106,1.70314132683717E-07,6.44023928941463E-08,3.68816150952409E-07,2.5913895844756E-08,2.39631474547634E-08,8.84979437737184E-08,3.69203252828482E-06,1.52714366424091E-06,0.541711945680541,2.55467416423467E-06,0.541711945680541
1.86680276093205E-06,1.37960354629189E-06,3.61549733169057E-06,7.25561225906332E-08,4.54809394684317E-07,1.35314436234211,2.62067848506794,0.516333602176703,1.48600105229188E-07,7.31493084219978E-08,3.78349419325486E-07,1.24767931264388E-08,2.95436213711459E-08,7.63745758746829E-08,3.72685131100845E-06,1.39376338420385E-06,0.469578547916424,2.42531042806397E-06,0.469578547916424
1.88922725469153E-06,1.30049867359887E-06,3.58505499835447E-06,8.86249655451442E-08,4.81839195458084E-07,1.45269448792552,2.75667716633154,0.52697301870088,1.15091212819588E-07,7.50972922879896E-08,3.50304782911744E-07,1.39297513667913E-08,2.89397098259389E-08,6.76199335462515E-08,3.6898031094145E-06,1.30491950263429E-06,0.421328176661746,2.26764278184912E-06,0.421328176661746
2.01654167131664E-06,1.2614490157987E-06,4.03256407986143E-06,1.01154843952727E-07,5.03855130493641E-07,1.59859149760393,3.19677135528793,0.500064383697515,9.8531264969996E-08,7.02135363331651E-08,3.37809721936886E-07,2.1981425268807E-08,3.15741559297426E-08,7.48113925902299E-08,4.01425224887571E-06,1.40394317098387E-06,0.421672880111993,2.23235681270575E-06,0.421672880111993
2.24421106030497E-06,1.26892776395871E-06,4.52358564462341E-06,1.02968640959968E-07,5.57095321460807E-07,1.76858850759451,3.56488822540304,0.496113312892034,1.16317951510726E-07,6.89403190911872E-08,3.52763794397935E-07,2.75719327816372E-08,3.09869240536525E-08,8.34142550521485E-08,4.43044888954851E-06,1.57116573955544E-06,0.448194266481761,2.36064815952759E-06,0.448194266481761
2.49141299492921E-06,1.30933471793694E-06,4.79526290663152E-06,1.05454241254134E-07,5.94269084854705E-07,1.90280831998011,3.66236596413422,0.519557121984649,1.39414497900083E-07,6.79777363872693E-08,3.76615191437929E-07,2.65767103848044E-08,2.67589730223963E-08,8.94684112397105E-08,4.72396802912852E-06,1.68217737093191E-06,0.458569921088788,2.53675724631158E-06,0.458569921088788
2.67164351507884E-06,1.37312492171235E-06,5.11364192264581E-06,1.10619236644975E-07,6.47263902528438E-07,1.94566675823433,3.72409082508595,0.522454163880236,1.4208404513378E-07,7.10911311140117E-08,3.92634351509619E-07,2.3107406317311E-08,3.20152319035228E-08,9.24607234425329E-08,4.98901492422372E-06,1.71523847590436E-06,0.423385402408417,2.61402992002298E-06,0.423385402408417
2.93169232253951E-06,1.46604149851222E-06,5.24863431642435E-06,1.22948225707108E-07,7.31971560273107E-07,1.99973351744454,3.58014034510675,0.558562884323162,1.32031680046908E-07,7.18495965791492E-08,4.2626604755805E-07,2.18858412021003E-08,4.52695267622471E-08,9.05695304453604E-08,5.1832674648681E-06,1.67560524329702E-06,0.357030625369331,2.57031143533331E-06,0.357030625369331
3.00142978201738E-06,1.51840188107039E-06,5.43121973704775E-06,1.29922733584623E-07,8.03952141542833E-07,1.9767031504871,3.57693164422257,0.552625363607341,1.20388258291586E-07,7.4722449523893E-08,4.51675377655013E-07,2.29513957579443E-08,5.33281351825007E-08,7.84863457949646E-08,5.40628427691417E-06,1.62251382987903E-06,0.299022679923673,2.52279754493063E-06,0.299022679923673
3.0205295976237E-06,1.47405735078734E-06,5.58393261632297E-06,1.3561847339679E-07,8.47981482826764E-07,2.04912624058374,3.78813796718317,0.540932315120365,1.1789957138641E-07,8.22903405698396E-08,4.40421993100994E-07,2.77596717946115E-08,5.43133068424697E-08,6.0086227789678E-08,5.51779575182965E-06,1.55871272331694E-06,0.241279071693817,2.39219889282686E-06,0.241279071693817
2.89741197110488E-06,1.37817325561892E-06,5.54986015880128E-06,1.42481956164E-07,8.82395464626278E-07,2.10235684032607,4.02696840631181,0.522069365389324,1.24356206105046E-07,7.63378779565022E-08,4.28633221301916E-07,3.29712926172917E-08,4.9181785333706E-08,5.10416898258547E-08,5.52363032059791E-06,1.51453812248779E-06,0.199388363751276,2.22337661533318E-06,0.199388363751276
2.92771923267143E-06,1.31543421430205E-06,5.58626014571293E-06,1.52995323031876E-07,8.81702918073325E-07,2.2256675406796,4.24670430871904,0.524092891541805,1.40515706830169E-07,7.14369431861572E-08,4.20511224922007E-07,2.6978952043693E-08,4.55279596823058E-08,5.45004498192912E-08,5.56161080405136E-06,1.49947707829091E-06,0.193815905362471,2.15553077606942E-06,0.193815905362471
2.86798587626148E-06,1.26242343711764E-06,5.34272910201669E-06,1.51490590459258E-07,8.38715720529311E-07,2.27180975252618,4.23212128746214,0.536801664748249,1.57591204419639E-07,6.42396359290963E-08,4.12034027508949E-07,2.34338138181112E-08,5.09339031014841E-08,6.51802970837738E-08,5.42164885766167E-06,1.44165194593814E-06,0.208370798706007,2.14919829694327E-06,0.208370798706007
2.89698862078846E-06,1.20895981453185E-06,5.07476965135806E-06,1.545932745131E-07,8.30105907882797E-07,2.39626543907109,4.19763303160179,0.570861106969298,1.43177034075438E-07,6.6298791699881E-08,4.07584428322431E-07,2.90357782091648E-08,5.6525102767147E-08,7.37047566413491E-08,5.09460540637663E-06,1.32148824629477E-06,0.20070625554509,2.09202723584662E-06,0.20070625554509
2.84770773138255E-06,1.17886047180367E-06,5.136366814964E-06,1.53482936700756E-07,8.82422426629451E-07,2.41564442908627,4.35706085479758,0.554420631152394,1.0379092514012E-07,6.38699811831583E-08,4.17352605513213E-07,3.59185532524728E-08,5.88789706614144E-08,6.04371762701781E-08,5.05295989096236E-06,1.28437768985725E-06,0.155986297378836,2.05403803796392E-06,0.155986297378836
2.85061782485648E-06,1.18427914924293E-06,5.30561434831013E-06,1.56211759103745E-07,8.7947145914848E-07,2.40704890116387,4.48003695049586,0.537283269705499,8.7617118154603E-08,5.73833292751076E-08,4.23799917117853E-07,3.45016675225165E-08,5.58610099423589E-08,3.20648912225951E-08,5.10690430905652E-06,1.27338375679414E-06,0.122698681871091,1.958180173939E-06,0.122698681871091
2.818900473715E-06,1.14997424400814E-06,4.92930482569027E-06,1.58418733267709E-07,8.27234953513548E-07,2.45127270319547,4.28644802383537,0.571865724153155,7.88604712242103E-08,5.64800601544498E-08,4.07685236323775E-07,3.10184953974059E-08,5.11889077090958E-08,2.38971048416023E-08,4.85535071588915E-06,1.1798523718417E-06,0.109365022851797,1.81009507583196E-06,0.109365022851797
2.63614728612859E-06,1.06032523465401E-06,4.7582313242437E-06,1.50625696078197E-07,7.85885136313963E-07,2.4861685829714,4.48752059154409,0.554018311950732,6.33690197894694E-08,5.18323023822447E-08,3.8240047230103E-07,2.86816831069604E-08,5.24431555259399E-08,3.54458104905742E-08,4.58817486461881E-06,1.08496597968723E-06,0.100849880205487,1.72120412474221E-06,0.100849880205487
2.53842832915458E-06,9.5835673970569E-07,4.65285639272673E-06,1.37852882539633E-07,7.55828758431751E-07,2.6487300855568,4.85503591716339,0.545563437789014,5.6586247393503E-08,4.11763393590773E-08,3.58537166188774E-07,2.9107945804132E-08,4.98663214401558E-08,3.46324267094089E-08,4.36491358073368E-06,1.01199383098159E-06,0.08073329292643,1.70992039709268E-06,0.08073329292643
2.41872213220605E-06,8.87331412727816E-07,4.29954889033133E-06,1.33249056914707E-07,7.44415585437096E-07,2.72583850578496,4.84548256565576,0.56255253606842,4.935348395812E-08,4.28537110115155E-08,3.17782573886212E-07,3.02833403254046E-08,4.59284054148745E-08,2.54023830826763E-08,4.17486681891018E-06,9.60704087473209E-07,0.075519010820239,1.63611647269622E-06,0.075519010820239
2.21888331079538E-06,8.30882142888073E-07,4.14843492715689E-06,1.28152818844705E-07,7.41863372873354E-07,2.6705151022776,4.99280790021229,0.534872391578305,5.00779491329233E-08,5.16359159904118E-08,2.7743386805467E-07,2.99519642304926E-08,4.64991253384255E-08,1.94713183045723E-08,4.01039692247341E-06,9.31290861915516E-07,0.116758711722936,1.55780300875844E-06,0.116758711722936
2.12881964531029E-06,7.82288947548143E-07,4.10634720432303E-06,1.23202617207825E-07,6.86635785595234E-07,2.72127025695871,5.24914383258665,0.518421735762903,6.70077180444621E-08,5.54759452065922E-08,2.55952013807792E-07,2.73305228046071E-08,4.6460360718447E-08,1.83469711018133E-08,3.89385190636592E-06,9.12989643704278E-07,0.160760640867044,1.53955249086348E-06,0.160760640867044
2.04368631878667E-06,7.70300543781525E-07,3.84408697916971E-06,1.24788488525208E-07,6.18823425260779E-07,2.65310252639041,4.99037292677802,0.531644140692177,7.10990707535247E-08,5.4328552617981E-08,2.49017896028918E-07,2.08123254544739E-08,4.47494652494594E-08,2.06708581236213E-08,3.69236030312238E-06,8.73718170893872E-07,0.183238761134516,1.50163064785457E-06,0.183238761134516
1.94178188195589E-06,7.68184637349179E-07,3.55968840981907E-06,1.21936187399774E-07,6.03490677670907E-07,2.52775411996849,4.63389690023313,0.545492093240427,6.32919605571081E-08,4.69743792442656E-08,2.59637471560396E-07,1.69359207951846E-08,4.04697969830481E-08,1.98227953426023E-08,3.48499094699751E-06,9.07596140794358E-07,0.200510147099297,1.46312827342189E-06,0.200510147099297
1.88965902965426E-06,7.6180101789988E-07,3.51626177979332E-06,1.15796551900104E-07,5.90151170164097E-07,2.48051523331334,4.61572208118977,0.537405673409599,5.55413618793976E-08,4.9929983310282E-08,2.69118782046406E-07,2.05447678646608E-08,3.84782804384319E-08,2.0544519267295E-08,3.45008460211091E-06,9.37171443578248E-07,0.206551420099716,1.45406273992487E-06,0.206551420099716
1.90671380225108E-06,7.89099877719196E-07,3.67427149835542E-06,1.18795208066205E-07,5.93823601444909E-07,2.41631491283743,4.65628192590207,0.5189365573841,5.43316721397662E-08,5.8403595644999E-08,2.68525019015495E-07,2.17052551162421E-08,4.34528968413009E-08,2.74080728521317E-08,3.56917391317531E-06,9.35413803244741E-07,0.210100332290562,1.45685376245134E-06,0.210100332290562
2.00931391685754E-06,8.40627320249168E-07,3.89008609779058E-06,1.29155252982218E-07,6.21871390683539E-07,2.39025531107169,4.62759894198719,0.516521708349527,6.28266828442091E-08,5.57067928647521E-08,2.79738745717666E-07,1.51417272269739E-08,4.90044278897614E-08,3.11400316711961E-08,3.73235175605622E-06,9.67327657856343E-07,0.204995117256717,1.51921640036111E-06,0.204995117256717
2.19434344820779E-06,8.76338570458282E-07,4.07760998921484E-06,1.27055277110217E-07,6.77826226906397E-07,2.50399049200842,4.65300755515354,0.538144514559206,7.22092930706885E-08,4.52135573597562E-08,3.21774621453857E-07,1.52244546596602E-08,5.19338145479088E-08,2.9862060137752E-08,3.98193018472395E-06,1.04134226436232E-06,0.198622684096723,1.67994749666555E-06,0.198622684096723
2.71365714247244E-06,9.14991937264638E-07,4.31642099523368E-06,1.19817613687845E-07,7.26108388859545E-07,2.96577164448563,4.71744156362469,0.628682222023509,6.84851843406236E-08,4.02539149779259E-08,3.54971557202653E-07,2.6851673151345E-08,5.42063405231036E-08,3.78486140595275E-08,4.07461947681503E-06,1.08068697648833E-06,0.224853650218518,1.84702047234948E-06,0.224853650218518
1.63510429675111E-06,1.36743719593288E-06,3.61726391123456E-06,6.836325765048E-08,4.13788759335019E-07,1.19574361558566,2.64528705376251,0.452027924109371,1.63186145889284E-07,7.68906505342413E-08,3.35346174785895E-07,2.53808518347131E-08,1.94390476590237E-08,8.3833673085346E-08,3.60836339775403E-06,1.58296591461394E-06,0.579401584363743,2.59565987457228E-06,0.579401584363743
1.76106984227648E-06,1.40025786138066E-06,3.55860995012046E-06,7.04904940034824E-08,4.1285830658578E-07,1.25767538311841,2.54139615871298,0.494875770865776,1.54904051369624E-07,7.50757841761299E-08,3.41052837660567E-07,2.59732174650971E-08,2.65299138164969E-08,8.36505896492176E-08,3.6428114129979E-06,1.49392280336365E-06,0.550028888273159,2.5244222819928E-06,0.550028888273159
1.87541851761584E-06,1.37519079978114E-06,3.48538170577199E-06,7.28364617965606E-08,4.40978512782603E-07,1.36375150118392,2.53447136668358,0.538081242152054,1.37082282998023E-07,7.93894662768927E-08,3.41652386603803E-07,2.44574971570127E-08,2.92679501639703E-08,7.45783895265852E-08,3.6573071892871E-06,1.3708102441676E-06,0.484748958611901,2.39613977918457E-06,0.484748958611901
1.84345666794546E-06,1.27281129461176E-06,3.55779954277692E-06,8.40751695662543E-08,4.71885480453876E-07,1.44833462411077,2.79522939326379,0.518145175348079,1.13589202922268E-07,8.38214655206366E-08,3.3308942238296E-07,2.13256259263311E-08,2.40490249408065E-08,7.08362882879163E-08,3.69934972826535E-06,1.31164733866888E-06,0.443124867119451,2.28804165596454E-06,0.443124867119451
1.96172550924913E-06,1.23778418920569E-06,4.08548055887926E-06,9.89825449355673E-08,4.92949106127951E-07,1.58486877305163,3.3006404464586,0.480170075705188,1.04561003159167E-07,8.06582962058482E-08,3.34633095016158E-07,2.17845777951294E-08,2.55145418171755E-08,7.71079911489722E-08,4.09773026214706E-06,1.45136282181354E-06,0.449541418020805,2.28000335865814E-06,0.449541418020805
2.25502135462882E-06,1.28912378431009E-06,4.72038566480762E-06,1.04887853438718E-07,5.4956657260369E-07,1.74926673611539,3.66170085624002,0.477719727741933,1.2709564200274E-07,7.79049105968059E-08,3.56167385234838E-07,2.63992137049717E-08,2.68252000738478E-08,8.30695716225208E-08,4.62224390106297E-06,1.6696877885264E-06,0.475682737118146,2.42423424887017E-06,0.475682737118146
2.56963874129262E-06,1.36624551247509E-06,5.08622458272991E-06,1.10084867010779E-07,6.02373031798058E-07,1.88080306052568,3.72277495976232,0.505215351681036,1.54538807666565E-07,7.3590273159539E-08,3.78281964276729E-07,2.97259840915805E-08,2.52125114125632E-08,8.96766351293225E-08,4.95069147802297E-06,1.81286697758054E-06,0.491366546573055,2.60990699934325E-06,0.491366546573055
2.78899759506236E-06,1.40907115978932E-06,5.28085031982235E-06,1.09680856060582E-07,6.44918437871933E-07,1.97931635722312,3.74775275409931,0.528134187896502,1.50902594596918E-07,7.59105247612147E-08,3.89144719543426E-07,2.96340370433749E-08,3.16158572860275E-08,9.08716716955206E-08,5.11512290692566E-06,1.8349960837574E-06,0.46241550105166,2.6955218518843E-06,0.46241550105166
2.89809032604568E-06,1.44471006020981E-06,5.21402099383795E-06,1.164909282661E-07,7.21448081014121E-07,2.00600134647419,3.60904318274128,0.555826363083446,1.30476024498725E-07,7.77020732451982E-08,4.1619236090577E-07,3.06982554360367E-08,4.57580194263518E-08,8.70980099454582E-08,5.18636710724967E-06,1.74808092591056E-06,0.39214967521225,2.62097947299903E-06,0.39214967521225
2.92086476145943E-06,1.47628768418392E-06,5.33080429776898E-06,1.25887057547742E-07,7.99876526307145E-07,1.97852003559459,3.61095222488142,0.547921964173748,1.12800215305108E-07,7.82651663910993E-08,4.42727712315841E-07,3.3636395651974E-08,5.45037015891506E-08,7.82083249071625E-08,5.34647598713883E-06,1.63901804231611E-06,0.321316000309577,2.51478268620891E-06,0.321316000309577
3.07070144972816E-06,1.47195833611127E-06,5.60817623667854E-06,1.39007863671302E-07,8.37370473982815E-07,2.08613340092259,3.8100101742653,0.547540112888248,1.0961234685601E-07,8.40188165242195E-08,4.49950730698627E-07,3.26149968447894E-08,5.38009336133834E-08,6.60049719826567E-08,5.56924856213948E-06,1.57939226491758E-06,0.260310184427158,2.39670443398886E-06,0.260310184427158
3.1147296036141E-06,1.41612912830733E-06,5.55652884867102E-06,1.46224825390775E-07,8.71112001495521E-07,2.19946722467114,3.92374447894636,0.560553123801213,1.13768288295232E-07,8.19275338224685E-08,4.41845481321509E-07,3.59348266339961E-08,4.57404125879771E-08,5.79457356956891E-08,5.6002692314471E-06,1.53730137122063E-06,0.226355410597572,2.30083627795147E-06,0.226355410597572
3.07502320704877E-06,1.35765775126424E-06,5.68761488299819E-06,1.55116414787916E-07,8.80062470379882E-07,2.26494726243439,4.18928472783506,0.540652500267,1.30758073010057E-07,7.52459679404207E-08,4.35916481753042E-07,2.91685349899517E-08,4.04127234628116E-08,5.66883442386794E-08,5.7402616029151E-06,1.56003118509669E-06,0.22206431609984,2.24793022963638E-06,0.22206431609984
3.01296979125846E-06,1.32590157580384E-06,5.72267278903012E-06,1.57224716054594E-07,8.67760852267433E-07,2.2723932501791,4.3160615338742,0.52649695384193,1.53529581971264E-07,6.34124585271555E-08,4.34955194526111E-07,2.62957171628059E-08,4.76060913986998E-08,6.2342630695778E-08,5.7044119482414E-06,1.54081179778064E-06,0.223958083588105,2.19322132859094E-06,0.223958083588105
2.9163949350301E-06,1.28259256699613E-06,5.57875855531706E-06,1.62950760555803E-07,8.94456361186841E-07,2.27382803399553,4.34959526420979,0.522767728001154,1.37304937249405E-07,6.96698071564044E-08,4.3525185927916E-07,3.21854510972966E-08,5.21132035307043E-08,6.72450192007559E-08,5.49945162714156E-06,1.45821254278904E-06,0.208043519834577,2.11445203898005E-06,0.208043519834577
2.92361650661446E-06,1.23805054622222E-06,5.53236388536313E-06,1.59707900224094E-07,9.3804249119128E-07,2.3614678056042,4.4686090582041,0.528457015336504,1.04414305471778E-07,7.23038544689649E-08,4.41414059369371E-07,4.05210094460997E-08,5.29364958776544E-08,5.69675032357021E-08,5.37859597594642E-06,1.37956026342045E-06,0.164259420698906,2.05604755408227E-06,0.164259420698906
2.91522303565557E-06,1.22425291337559E-06,5.47787772778015E-06,1.58547327495142E-07,9.26022461560789E-07,2.38122613702223,4.47446574799335,0.532181107451796,9.26643119290609E-08,6.49775804479431E-08,4.44454151014864E-07,4.04285179752688E-08,5.30268209702223E-08,3.38939620709453E-08,5.32178431356186E-06,1.31707420819786E-06,0.129221811468412,1.9550394448906E-06,0.129221811468412
2.87096655599638E-06,1.19920724256807E-06,5.45181578078359E-06,1.63429710754977E-07,8.88998997074806E-07,2.39405371656053,4.54618316773062,0.526607404108534,8.32302086511888E-08,6.11658267293017E-08,4.35217432388247E-07,3.56371223666111E-08,5.05780075908186E-08,2.47360757542924E-08,5.18447178000783E-06,1.26036003388715E-06,0.122644000391004,1.81544790252915E-06,0.122644000391004
2.75762058922553E-06,1.11428828037357E-06,5.08849288954037E-06,1.5590788227057E-07,8.09676466607368E-07,2.47478200910543,4.56658566653366,0.541932680085679,6.85235536677806E-08,5.94846193381971E-08,4.12681661614399E-07,3.31736044190378E-08,5.1538345723124E-08,3.3092227271756E-08,4.84058904166371E-06,1.1478512015932E-06,0.118543237272643,1.75168820980179E-06,0.118543237272643
2.6903087434038E-06,1.02076482406395E-06,4.79696598078981E-06,1.45750137591976E-07,7.50187854376798E-07,2.63558136015398,4.69938409681062,0.560835485216606,5.81488585630016E-08,4.87681886181425E-08,3.83570424270833E-07,3.49583574103428E-08,5.03179004968162E-08,3.21569135293692E-08,4.52290790509277E-06,1.03847565392846E-06,0.096636463458584,1.73327214189572E-06,0.096636463458584
2.53211096254216E-06,9.35875715753883E-07,4.45594986033502E-06,1.36419867829541E-07,7.38707285370552E-07,2.70560601148033,4.76126240410629,0.568253917101253,4.70355632894475E-08,4.42474628603754E-08,3.41146724542362E-07,3.06123299278696E-08,4.68005816526676E-08,2.60992825603856E-08,4.29093158493845E-06,9.7922237344746E-07,0.087881864285702,1.69991961992021E-06,0.087881864285702
2.25363948151502E-06,8.81782307390494E-07,4.38059542868382E-06,1.32230055210763E-07,7.39356602462039E-07,2.55577761384705,4.96788764298021,0.514459624999459,5.12115474868626E-08,5.12976388041415E-08,2.92732110801248E-07,2.95669663414042E-08,4.47643906923958E-08,2.35516783514011E-08,4.24165699234515E-06,9.9554114480486E-07,0.11596998323374,1.62942954771283E-06,0.11596998323374
2.22407922575664E-06,8.28554993161707E-07,4.30794443371299E-06,1.2370186692849E-07,6.85853924614149E-07,2.6842867934085,5.19934641546746,0.516273888853232,7.12345373553949E-08,6.02150685683118E-08,2.66008761244648E-07,3.04033535771021E-08,4.27817547482349E-08,2.04467909088394E-08,4.09854419463151E-06,9.79077749921929E-07,0.149640155165602,1.60826777873535E-06,0.149640155165602
2.1927972717978E-06,8.17560130107611E-07,4.03429615743591E-06,1.19848124852477E-07,6.53937695819966E-07,2.6821235417989,4.93455589242702,0.543538993228369,7.21196720566899E-08,6.06315056838676E-08,2.62252508038396E-07,2.53756891997184E-08,4.34660497767047E-08,1.50370176142106E-08,3.81908782323853E-06,9.15047992697637E-07,0.175649658359373,1.57507762320753E-06,0.175649658359373
2.10875010539806E-06,8.30365489707151E-07,3.79604621132501E-06,1.14641281046235E-07,6.34663481015459E-07,2.53954449159703,4.57153658043253,0.555512232466212,6.59571316624627E-08,4.85395304585384E-08,2.74208758950562E-07,1.92851102972522E-08,4.35011540046927E-08,8.907771676315E-09,3.61818740237159E-06,9.4667439966148E-07,0.208067999047862,1.55395003961239E-06,0.208067999047862
2.08073175391804E-06,8.349992363168E-07,3.70037625192E-06,1.12497025710244E-07,6.18094816793906E-07,2.49189659513485,4.43159237874569,0.562302753088532,6.64478673381255E-08,4.82774051202643E-08,2.87227664426864E-07,1.96343561588983E-08,4.14646517625445E-08,9.0762421028796E-09,3.59393665883221E-06,9.80363335231911E-07,0.227070861457315,1.54765807181726E-06,0.227070861457315
2.12311858722735E-06,8.64254972060119E-07,3.86040930517805E-06,1.21371284034734E-07,6.12287533957121E-07,2.45658822438301,4.46674815879395,0.549972404319813,7.10272033660178E-08,5.96239525823552E-08,2.80289298227442E-07,2.29592183484925E-08,4.17740441271558E-08,1.59191378941059E-08,3.70465360994678E-06,9.77256365755928E-07,0.233682996343212,1.522192656736E-06,0.233682996343212
2.20325660014687E-06,8.98122555158142E-07,4.04633936379862E-06,1.33021373447377E-07,6.35106921478363E-07,2.45318034548071,4.50533097132399,0.544506133088773,7.14596338768071E-08,6.05398396522606E-08,2.8057825583366E-07,2.04250092768886E-08,4.44138449164203E-08,2.04965337472674E-08,3.85154938658685E-06,9.90763079825968E-07,0.21497958199774,1.56853193067658E-06,0.21497958199774
2.24531381945644E-06,8.99673159282543E-07,4.13944432188369E-06,1.28626053277073E-07,6.88192399904216E-07,2.49569946184345,4.60105348167189,0.542419137657272,7.73897333012927E-08,4.94128090560839E-08,3.2665463147632E-07,1.84412417335627E-08,4.76056817454962E-08,2.11888384536681E-08,4.0452200495734E-06,1.04031983440123E-06,0.201115264810126,1.74130536481799E-06,0.201115264810126
2.7162410402857E-06,9.36616429201009E-07,4.32510490126442E-06,1.23679898077424E-07,7.42871870090087E-07,2.90005700903925,4.61779738900587,0.628017378143042,7.44868894496571E-08,4.38729795464222E-08,3.6470779633541E-07,2.95642675138591E-08,5.18724533675062E-08,2.87173891704114E-08,4.11932429873135E-06,1.08972781256712E-06,0.232866888316263,1.89395967707086E-06,0.232866888316263
1.62362175611534E-06,1.37278344253305E-06,3.6241584085167E-06,6.11886125608824E-08,3.97535347838773E-07,1.18272242060222,2.64000737205093,0.447999665881011,1.50815601914958E-07,8.17140526206357E-08,3.00793173487884E-07,2.41818819427143E-08,1.46055202383141E-08,8.81888613254927E-08,3.62377065323983E-06,1.56564544983251E-06,0.582910992520597,2.66007011072834E-06,0.582910992520597
1.78392332137944E-06,1.39876309869826E-06,3.59547619340815E-06,6.45996169390552E-08,4.07605756714293E-07,1.27535772357709,2.57046829213198,0.496157734168854,1.43627099936386E-07,8.18038660202802E-08,3.12274213554326E-07,2.41980672419201E-08,2.15815136972307E-08,8.50052251207246E-08,3.65043617212889E-06,1.49798240217042E-06,0.559408132704716,2.60464211134889E-06,0.559408132704716
1.83113205977939E-06,1.37279959429373E-06,3.57407795627948E-06,7.11177565603235E-08,4.48336023143686E-07,1.33386698786247,2.60349578418856,0.512336910996074,1.2766909580628E-07,8.61422692159175E-08,3.14952219195174E-07,2.30141631178364E-08,2.68100782506313E-08,7.60005156938576E-08,3.66098101500714E-06,1.41499137728763E-06,0.499682346248185,2.49671893584906E-06,0.499682346248185
1.92521211186883E-06,1.27183365070314E-06,3.69386220609724E-06,8.14325240082551E-08,4.94227792941344E-07,1.5137294966244,2.90435954737876,0.521192184345966,1.10644723466581E-07,8.83861759220816E-08,3.03575460131632E-07,2.0371410042891E-08,2.35347516499488E-08,7.32231068436321E-08,3.73699328409845E-06,1.38600666952821E-06,0.459603839500624,2.42179934230484E-06,0.459603839500624
2.140066471442E-06,1.24928251641117E-06,4.14525448885279E-06,9.72827274713991E-08,5.26112054605721E-07,1.71303643757842,3.31810814159226,0.516269019718079,1.0956059466798E-07,8.91753007462533E-08,3.18083857611293E-07,2.01471986960739E-08,2.13386810915709E-08,7.59996611247985E-08,4.09012085618084E-06,1.52108784084307E-06,0.468287807034149,2.43546675127459E-06,0.468287807034149
2.40164594663434E-06,1.33103013162282E-06,4.83289876290631E-06,1.08723019100604E-07,5.62424180166479E-07,1.80435129872394,3.63094617325749,0.496936944979599,1.39361577093046E-07,8.92253398144853E-08,3.5685152766965E-07,2.53078267617367E-08,2.20395689592248E-08,8.26740554400589E-08,4.68051367758867E-06,1.76734028609253E-06,0.501085956126122,2.5776705119727E-06,0.501085956126122
2.69038326183325E-06,1.42786973377481E-06,5.25852845265518E-06,1.14586427794388E-07,5.90145004345711E-07,1.88419377355999,3.68277884758674,0.511622840126462,1.72716928793017E-07,7.81507545487434E-08,3.8373874167829E-07,2.89659551443993E-08,2.2864182480292E-08,9.41306974733397E-08,5.11190148445981E-06,1.93189452962886E-06,0.513885207117148,2.75364454778647E-06,0.513885207117148
2.89333010906262E-06,1.44151864771125E-06,5.31823600298516E-06,1.15808282713964E-07,6.19020105209878E-07,2.00714025701746,3.68932861980599,0.544039434774722,1.65695640215986E-07,7.23052087592264E-08,3.9810959375177E-07,1.8915623947571E-08,2.59353485010367E-08,9.63110557699082E-08,5.22609463246366E-06,1.90888339613523E-06,0.483195933057851,2.81431887609696E-06,0.483195933057851
2.94068901424625E-06,1.42723033056328E-06,5.23716858107407E-06,1.1794269906384E-07,6.92163701737966E-07,2.06041656435766,3.66946278321252,0.561503600413634,1.35512957192893E-07,7.58583189486204E-08,4.14985249793729E-07,2.50948210026286E-08,3.61599621571484E-08,8.95741960982981E-08,5.19051020233906E-06,1.75566456842764E-06,0.415964194455906,2.67165361277351E-06,0.415964194455906
2.86677481479311E-06,1.40479819924123E-06,5.26517008158084E-06,1.16023863260529E-07,7.84995118890729E-07,2.04070222779439,3.74799034083666,0.544479052029479,1.17126921651602E-07,8.09935131601411E-08,4.42334657172787E-07,3.27794776531328E-08,4.41567897095725E-08,7.92117600135342E-08,5.2611565718401E-06,1.60316580179501E-06,0.342256838539788,2.52506184472503E-06,0.342256838539788
