PAH 6.2 SNR,PAH 11.2 SNR,PAH 7.7 SNR,PAH G11.0 SNR,PAH 8.6 SNR,PAH G7.6 SNR,PAH G7.8 SNR
83.3441793055425,34.9840356063428,65.3162660227904,3.0550432873301,21.4723001490579,73.3242266446164,31.8471209491288
170.303607073418,69.3078597011988,128.382530073522,6.74742801773714,43.6899583569409,146.326940828492,62.1248348341912
119.404951814209,47.1423034689283,89.3384490797483,5.39887676873386,29.8455186805293,102.171096921595,41.4134250041772
156.410953030826,58.8374406560807,119.295012801344,7.60773487021556,38.3404715773228,135.725026484469,52.9852285170246
220.72520102443,80.4316051597325,172.011223666255,11.0685100650218,53.7618633823351,197.119742663198,75.6222615156857
217.056272117989,78.4224407473607,172.282399276449,11.1214702585704,53.0398414542375,196.328722114769,75.7259796207321
177.476067483255,62.3928519513828,137.035825709549,8.66858670978162,41.5634484767459,154.650024915666,60.6565701313855
156.467621101049,54.7177337339598,116.666481304423,7.34328842494094,35.0797749748768,133.057821407747,53.416394506716
156.794494784143,55.0303903764772,113.686267308368,7.23331960753807,34.3510348169438,131.028748925198,54.0276818168772
185.283755948918,66.2167040994378,139.758597670147,8.64355566310939,41.4550429864723,160.472621253285,66.091911738033
209.656214177092,67.8389683403662,155.561041654193,9.12229715173813,45.9608406341478,177.688973590358,68.2438264106901
141.179475703977,40.9935596975829,110.768191905649,6.15244593231013,31.9300555416345,122.181748016665,43.6155148556945
118.59357852277,32.1208019768339,96.6512390939476,5.22250104758965,28.6688770178892,105.761803712845,36.4737751189553
113.972386917795,30.4346056854947,94.4878695469376,5.11617820998759,28.8742138017645,102.502897354597,35.1403051550803
111.991569377199,30.6036443989151,93.0349759424673,5.30210617816967,28.2811877353561,99.8126867301872,34.402091962423
115.936590431055,32.7991775931986,96.6151601179135,5.8535180112191,28.8555503719043,103.374833879361,35.4936549573928
119.477009111247,33.7661963039942,97.2524352357432,6.11759543353428,28.7129839002773,104.518105451968,35.5432203471066
132.375928398991,38.2097160591341,108.896575471151,6.85774154122695,31.4110763687032,117.792961786794,39.6394993849815
157.255355968511,44.7984106185035,126.637476149499,8.08974282215415,35.7355370704078,137.588650214617,46.0702782241421
180.323887881196,50.3157623363447,140.943332510072,9.17720982301171,39.6845163940511,153.42304474295,52.3179345651421
215.34218966527,61.8948321587278,171.257580905894,11.0099641675049,48.0184063263085,185.900402300031,64.8396342197018
174.963867103855,53.1391942800091,140.875733141926,9.07321843886849,39.305429770176,152.870149851468,54.4921115318519
164.310549553117,51.2606597293011,129.991026021143,8.22748078308822,36.3212423530916,140.978064604556,51.816053281876
246.848569727847,79.1417985519923,198.620808690073,12.0442835749102,55.470953882889,215.191081146242,80.2357289588246
175.849090026331,58.0475717809701,140.961085868,8.40850268247234,39.8997548921331,153.379652438505,57.4721044627752
132.097847656459,45.694899167325,102.795526918445,5.74729268866156,28.8002692998355,111.480343994364,43.5095657750206
132.054749953293,48.6369271308545,98.8084931954957,4.82912440070757,26.3134632499972,106.608692858446,44.5221096641888
118.623622994628,46.662306794507,87.0047615558775,3.59354407399332,21.2672012661732,92.2947348333227,41.8239655223397
145.680938487446,59.6124575444821,108.609277202756,4.08104893590848,24.3026933919279,115.756045234303,57.0349668443563
273.637235188009,111.899526173839,206.778594065815,8.34627343290745,44.8622842375829,222.078520758145,112.111236757296
167.396580258832,67.6030308880905,132.307097334455,6.29268078305873,29.1340823448431,142.647416042586,69.9375791716808
125.129166536484,47.6324829023923,100.375571021529,5.73598133916827,22.6803293697263,108.900204849675,50.8019800883753
137.387193975634,48.482414669494,110.031870229487,6.90295024379042,26.6786337542013,119.221663589842,52.527625817956
235.731601969866,81.6546786042977,182.007911990376,12.3906141521508,48.6155874921289,199.001367897508,83.2300521148312
235.529501032623,81.1475751168616,179.628887502102,12.1334233978576,50.6519446106525,197.776525041981,78.1910972692405
177.744504291967,62.6223640858537,134.053206027519,9.05797047443255,39.964420967624,149.371291146926,57.0568976562713
220.064634410234,82.6826123774247,166.550425688039,11.0880125430669,52.0236190477885,185.858418223753,70.3083630905272
113.670449560633,42.5419818801067,82.1759967938103,5.08299076929154,25.5299717263002,90.822200168551,34.351237134403
144.623417422643,55.116498781157,105.287203136056,5.87402271262393,29.637940011353,114.648455207218,45.4644636337459
290.303870762813,118.171380025311,218.852704539149,11.4100932882815,56.511804954265,237.554140533269,103.198753008044
210.638798814444,84.7767671289983,152.296910866451,8.03511949099067,37.6535301559458,164.760274277855,77.6374287936947
133.655857348964,50.1100166004343,91.8636409295214,5.03599877462378,22.6738037150659,100.096691476716,47.8828669192901
141.844258608062,52.633394857911,101.695805809345,5.35956538269204,26.4116373278268,110.454430293994,51.0291518536171
158.384579470678,60.3677895857397,121.05018452846,5.90219932159811,32.3062667687215,130.312490132119,58.3091379512828
92.8305722531934,33.8430762284521,69.9627547275169,3.45112113337282,18.1408181577991,75.6910416807217,32.2112949781154
122.857342648368,43.8726975189809,93.5155855075508,5.24818317922208,22.1731336869858,102.855692634035,41.6151342938126
63.4242972631095,22.3295171951608,47.5502458763988,3.06240179521091,10.6567500093605,52.170125084567,20.7636842906893
98.1063131872787,34.5174918439259,75.295679711593,4.36874641043225,16.0600647026951,79.9651116463245,32.8381531296801
93.8990692330638,33.7726879494394,75.4528575641343,3.53088640951179,16.6621480507877,78.9313415001029,33.89783706156
66.142940930894,22.3993569641165,52.2748453658649,2.35089601944699,12.3457340255247,54.5674132386761,24.9214068345952
100.062969368401,33.0479922431223,78.5338495181253,3.84107235177462,19.3365620077502,84.2160747429964,40.0179546088881
41.8569614145135,13.3617472331763,33.0943454923374,1.65401874876669,8.28098290443609,36.0378023718434,16.1047671770085
31.5087631284957,10.4098360137674,25.0127717415718,1.49776003041026,6.37201335375698,27.5344131136272,11.770012858771
71.0162386165814,25.829274402141,53.5187996085397,4.57433827591065,15.9482962381755,58.8602024651409,27.383229803526
81.7309924670549,29.7211459137893,58.5674119458742,5.38464738761549,18.675191906753,63.9469153910471,30.0967045637863
