PAH 6.2 SNR,PAH 11.2 SNR,PAH 7.7 SNR,PAH G11.0 SNR,PAH 8.6_north_SNR
28.5741016532708,12.3537074791329,25.1333102917165,1.07273567630814,4.43624230251761
38.7931453938756,16.142728323301,33.6400892288803,1.36596092665104,6.04878124989854
80.4281178743,33.0596772511469,63.5548437666269,2.94799129070718,13.4169117314154
65.6138313019492,26.9836469504803,50.6127174705329,2.80347738153455,11.5787940081178
92.5891573543336,37.6659046220459,74.8788156547977,4.28473786683599,16.860173970935
70.153177151858,27.8787273529822,60.7579303600552,3.39391312792229,13.5347734104958
37.2681381796077,13.8926872806109,31.5096265867923,1.78468237800956,7.08891707935261
47.8183476580291,15.5661945053695,37.1153296590494,2.03295185310511,8.62563197969872
57.5225729163238,17.6603710140864,44.1454681150449,2.54446497533404,11.3314622149449
75.9033390533856,22.5205315529771,62.2458399541706,3.4623033047759,17.0631946602032
104.267339730792,28.5333100765728,80.6513058285549,4.69533268372619,23.3424342331984
95.1555327289086,24.7062801099598,71.3889338356274,4.78685523685598,20.2099587163211
64.9180775862524,16.5351736567096,49.5993563765007,3.46557609774178,13.0042916783368
43.5505048504503,10.6445290300667,33.1867403624274,2.22841293065548,8.40658027401871
44.3680695452466,10.8028211151481,33.7410050011946,2.34415648221103,9.09744405000713
34.9733067723131,8.4439359916678,27.0902241146796,1.88476937234314,7.26450442295682
37.4420430472111,8.9601486753001,29.5257293818043,2.05782060618708,7.71081794341894
55.2804060478701,13.724060616581,46.3422248440436,3.38543659226112,11.7964881071971
85.8441743394139,20.7232026503445,69.6863043234258,5.52185942839802,17.6758516725048
81.0521021558071,18.7002363474368,62.7617095124398,4.80953084299463,16.1261598120009
96.6087083362516,23.7415317321974,77.272761092111,5.64840050659836,21.4947211736961
76.0543555189937,19.8116185214385,68.1283662066668,4.71092637587955,19.002226521778
83.2816714013565,21.3599643105446,76.1240880847667,5.190673900005,19.8957474249535
219.361382581838,55.2482382820457,193.32564554271,13.5348158059695,47.7749437287602
103.241865921668,26.0122436777092,87.1495770885239,6.42036789145818,22.5091986845161
74.0513666165228,18.6602691444412,61.0842854806655,4.55747296785588,16.3444012291688
79.9590887196549,21.1923754823666,69.1359418655478,5.05640065435917,17.5967572598574
73.3236293190435,18.9949069468111,63.9150989002665,4.68554562201497,16.2324046927564
41.9660919356969,10.4174722423063,35.3415637972455,2.54430123610881,9.65077345064612
