PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,PAH 3.3 (Flitecam data),f_evsg, PAH G7.6, PAH G7.8
5.73E-07,3.37E-07,9.92E-07,2.15E-08,2.10E-07,-1.28E-07,0.246607443,5.94E-07,5.74E-07
6.16E-06,2.50E-06,1.26E-05,3.53E-07,2.26E-06,6.46E-07,0.2134741257,0,0
6.87E-06,2.64E-06,1.32E-05,3.63E-07,2.42E-06,8.96E-07,0.2305771908,1.21E-05,5.63E-06
7.35E-06,2.84E-06,1.39E-05,3.82E-07,2.57E-06,8.82E-07,0.232574484,1.28E-05,5.95E-06
7.84E-06,2.96E-06,1.52E-05,4.01E-07,2.70E-06,1.06E-06,0.2098955841,1.38E-05,6.36E-06
8.25E-06,3.04E-06,1.62E-05,4.18E-07,2.81E-06,9.40E-07,0.1718595701,1.45E-05,6.56E-06
8.39E-06,3.08E-06,1.64E-05,4.29E-07,2.83E-06,1.09E-06,0.1517672427,1.47E-05,6.47E-06
8.23E-06,3.08E-06,1.62E-05,4.28E-07,2.72E-06,8.15E-07,0.1584369954,1.45E-05,6.19E-06
8.25E-06,3.07E-06,1.59E-05,4.21E-07,2.59E-06,1.27E-06,0.1895480498,1.41E-05,5.98E-06
8.20E-06,3.08E-06,1.54E-05,4.02E-07,2.46E-06,1.15E-06,0.2395127713,1.34E-05,5.90E-06
8.08E-06,3.04E-06,1.51E-05,3.74E-07,2.33E-06,9.39E-07,0.2835166408,1.29E-05,5.85E-06
7.95E-06,2.90E-06,1.47E-05,3.49E-07,2.21E-06,7.96E-07,0.2976232634,1.25E-05,5.68E-06
7.52E-06,2.75E-06,1.39E-05,3.48E-07,2.06E-06,6.62E-07,0.2837996773,1.19E-05,5.42E-06
6.87E-06,2.59E-06,1.27E-05,3.50E-07,1.98E-06,7.16E-07,0.2623159442,1.10E-05,5.05E-06
6.34E-06,2.52E-06,1.18E-05,3.55E-07,1.93E-06,8.66E-07,0.241404057,1.03E-05,4.66E-06
5.88E-06,2.47E-06,1.13E-05,3.45E-07,1.88E-06,6.07E-07,0.2141711184,9.85E-06,4.32E-06
5.70E-06,2.46E-06,1.11E-05,3.45E-07,1.86E-06,8.31E-07,0.1811524198,9.66E-06,4.19E-06
5.91E-06,2.56E-06,1.12E-05,3.43E-07,1.90E-06,8.31E-07,0.1748656826,9.75E-06,4.24E-06
6.30E-06,2.78E-06,1.18E-05,3.41E-07,1.96E-06,9.97E-07,0.2018472118,1.04E-05,4.57E-06
6.74E-06,3.00E-06,1.26E-05,3.51E-07,2.02E-06,1.24E-06,0.2144887318,1.11E-05,4.90E-06
7.08E-06,3.14E-06,1.30E-05,3.71E-07,2.12E-06,1.28E-06,0.1855696539,1.14E-05,4.92E-06
7.11E-06,3.14E-06,1.31E-05,3.94E-07,2.25E-06,1.08E-06,0.1222523261,1.15E-05,4.76E-06
7.13E-06,3.17E-06,1.32E-05,4.21E-07,2.36E-06,1.44E-06,0.07861763272,1.19E-05,4.82E-06
7.71E-06,3.40E-06,1.37E-05,4.41E-07,2.48E-06,1.85E-06,0.08665661519,1.25E-05,5.12E-06
8.34E-06,3.77E-06,1.50E-05,4.53E-07,2.65E-06,1.85E-06,0.1069958836,1.35E-05,5.68E-06
8.80E-06,4.14E-06,1.61E-05,4.65E-07,2.85E-06,1.81E-06,0.1224490235,1.44E-05,6.30E-06
9.16E-06,4.44E-06,1.68E-05,4.76E-07,2.97E-06,2.03E-06,0.1275044329,1.45E-05,6.65E-06
9.28E-06,4.60E-06,1.67E-05,4.77E-07,2.97E-06,1.71E-06,0.1334512121,1.43E-05,6.75E-06
9.15E-06,4.60E-06,1.61E-05,4.69E-07,2.91E-06,1.72E-06,0.1370687735,1.43E-05,6.89E-06
8.99E-06,4.76E-06,1.58E-05,4.49E-07,2.83E-06,2.05E-06,0.1612527672,1.40E-05,6.98E-06
8.76E-06,5.15E-06,1.56E-05,4.12E-07,2.74E-06,2.92E-06,0.2313488915,1.38E-05,7.23E-06
8.50E-06,5.51E-06,1.54E-05,3.69E-07,2.51E-06,3.02E-06,0.3135831067,1.33E-05,7.45E-06
8.46E-06,5.65E-06,1.53E-05,3.33E-07,2.17E-06,2.59E-06,0.3887129179,1.28E-05,7.76E-06
8.91E-06,5.93E-06,1.57E-05,2.92E-07,2.01E-06,3.37E-06,0.4725026344,1.29E-05,8.41E-06
9.52E-06,6.75E-06,1.66E-05,2.32E-07,1.85E-06,5.82E-06,0.5589871663,1.30E-05,9.08E-06
9.72E-06,7.21E-06,1.64E-05,2.33E-07,1.56E-06,4.67E-06,0.6177536471,1.21E-05,8.90E-06
8.55E-06,6.14E-06,1.40E-05,2.34E-07,1.29E-06,2.49E-06,0.6242130908,1.01E-05,7.39E-06
6.38E-06,4.49E-06,1.11E-05,1.95E-07,1.16E-06,1.45E-06,0.5796003763,7.82E-06,5.35E-06
5.13E-06,3.33E-06,8.47E-06,1.76E-07,1.10E-06,9.77E-07,0.5010390058,6.20E-06,3.87E-06
4.28E-06,2.70E-06,7.12E-06,1.75E-07,1.06E-06,7.62E-07,0.4159543885,5.50E-06,3.15E-06
3.77E-06,2.38E-06,6.33E-06,1.71E-07,9.66E-07,9.03E-07,0.3789942664,5.13E-06,2.92E-06
3.64E-06,2.26E-06,5.87E-06,1.51E-07,8.44E-07,9.77E-07,0.3987466074,4.73E-06,2.83E-06
3.48E-06,2.23E-06,5.47E-06,1.34E-07,7.23E-07,6.83E-07,0.4362495174,4.28E-06,2.68E-06
3.03E-06,2.05E-06,5.10E-06,1.23E-07,6.40E-07,5.24E-07,0.4489808399,3.96E-06,2.59E-06
2.62E-06,1.81E-06,4.73E-06,1.03E-07,6.11E-07,7.27E-07,0.4649162451,3.67E-06,2.53E-06
2.46E-06,1.70E-06,4.55E-06,9.04E-08,5.50E-07,4.43E-07,0.4926131773,3.50E-06,2.50E-06
2.28E-06,1.54E-06,4.45E-06,7.78E-08,4.59E-07,2.66E-07,0.5030066882,3.30E-06,2.43E-06
2.08E-06,1.23E-06,3.97E-06,5.89E-08,3.80E-07,3.02E-07,0.5431298741,2.81E-06,2.17E-06
1.83E-06,1.07E-06,3.49E-06,5.66E-08,2.33E-07,1.10E-07,0.5567682176,2.43E-06,1.88E-06
1.56E-06,9.20E-07,3.03E-06,4.54E-08,2.31E-07,1.83E-07,0.554391682,2.06E-06,1.55E-06
1.32E-06,7.77E-07,2.34E-06,2.82E-08,2.35E-07,1.09E-07,0.6035117707,1.72E-06,1.34E-06
9.97E-07,6.30E-07,2.04E-06,2.52E-08,2.05E-07,9.86E-08,0.6251348699,1.51E-06,1.22E-06
9.21E-07,5.41E-07,1.92E-06,2.29E-08,2.01E-07,6.47E-08,0.5959128405,1.32E-06,1.03E-06
8.05E-07,6.04E-07,1.78E-06,4.73E-08,2.24E-07,2.96E-07,0.5405240467,1.23E-06,9.40E-07
7.30E-07,5.88E-07,1.55E-06,5.60E-08,2.48E-07,1.52E-08,0.5206084836,1.02E-06,8.64E-07
6.79E-07,5.65E-07,1.28E-06,4.81E-08,2.31E-07,1.24E-07,0.4580448269,9.52E-07,7.98E-07
7.00E-07,5.58E-07,1.12E-06,5.00E-08,2.03E-07,3.38E-07,0.400549237,8.68E-07,6.89E-07
6.08E-07,4.79E-07,1.23E-06,4.90E-08,1.89E-07,-3.66E-08,0.324945336,8.83E-07,6.79E-07
5.57E-07,3.41E-07,7.90E-07,2.55E-08,2.10E-07,-3.22E-07,0.252766348,6.50E-07,5.88E-07
6.21E-06,2.42E-06,1.27E-05,3.43E-07,2.25E-06,7.29E-07,0.2353949032,0,0
6.89E-06,2.57E-06,1.34E-05,3.56E-07,2.42E-06,7.85E-07,0.2399216955,1.22E-05,5.74E-06
7.45E-06,2.74E-06,1.41E-05,3.75E-07,2.59E-06,8.78E-07,0.2313525256,1.30E-05,6.08E-06
7.98E-06,2.87E-06,1.55E-05,3.95E-07,2.75E-06,9.54E-07,0.208440777,1.39E-05,6.51E-06
8.26E-06,2.96E-06,1.63E-05,4.13E-07,2.84E-06,1.08E-06,0.1796558809,1.45E-05,6.72E-06
8.42E-06,3.03E-06,1.65E-05,4.28E-07,2.82E-06,9.59E-07,0.1635644186,1.47E-05,6.54E-06
8.35E-06,3.06E-06,1.63E-05,4.29E-07,2.72E-06,1.22E-06,0.1675783738,1.45E-05,6.18E-06
8.19E-06,3.07E-06,1.59E-05,4.18E-07,2.57E-06,1.09E-06,0.1967404617,1.40E-05,5.89E-06
8.09E-06,3.05E-06,1.52E-05,4.00E-07,2.40E-06,1.04E-06,0.2483431581,1.31E-05,5.72E-06
7.79E-06,2.98E-06,1.47E-05,3.70E-07,2.27E-06,9.11E-07,0.2899782859,1.23E-05,5.59E-06
7.89E-06,2.87E-06,1.43E-05,3.47E-07,2.18E-06,8.53E-07,0.2985921653,1.21E-05,5.45E-06
7.52E-06,2.72E-06,1.37E-05,3.48E-07,2.05E-06,9.38E-07,0.2826331656,1.18E-05,5.27E-06
6.92E-06,2.57E-06,1.26E-05,3.52E-07,1.97E-06,8.27E-07,0.2575207323,1.11E-05,4.91E-06
6.38E-06,2.48E-06,1.17E-05,3.58E-07,1.91E-06,7.38E-07,0.2294208989,1.03E-05,4.44E-06
5.90E-06,2.43E-06,1.11E-05,3.54E-07,1.88E-06,4.68E-07,0.1975264833,9.77E-06,4.10E-06
5.68E-06,2.41E-06,1.09E-05,3.47E-07,1.89E-06,5.62E-07,0.1693834559,9.59E-06,4.06E-06
5.86E-06,2.50E-06,1.11E-05,3.37E-07,1.91E-06,8.14E-07,0.169825076,9.61E-06,4.13E-06
6.15E-06,2.73E-06,1.17E-05,3.40E-07,1.94E-06,1.23E-06,0.1971863125,1.02E-05,4.48E-06
6.57E-06,2.95E-06,1.24E-05,3.55E-07,2.00E-06,1.29E-06,0.2030430143,1.10E-05,4.81E-06
6.79E-06,3.03E-06,1.27E-05,3.70E-07,2.11E-06,1.11E-06,0.1657853914,1.12E-05,4.79E-06
6.73E-06,3.01E-06,1.28E-05,3.88E-07,2.24E-06,1.12E-06,0.1018162305,1.12E-05,4.61E-06
7.04E-06,3.08E-06,1.31E-05,4.19E-07,2.38E-06,1.17E-06,0.06476042263,1.18E-05,4.74E-06
7.73E-06,3.35E-06,1.38E-05,4.48E-07,2.53E-06,1.45E-06,0.073525773,1.25E-05,5.11E-06
8.29E-06,3.74E-06,1.51E-05,4.56E-07,2.71E-06,1.68E-06,0.09378536545,1.36E-05,5.68E-06
8.76E-06,4.12E-06,1.61E-05,4.60E-07,2.86E-06,2.06E-06,0.1195854044,1.44E-05,6.31E-06
9.10E-06,4.40E-06,1.64E-05,4.65E-07,2.90E-06,1.73E-06,0.1392193014,1.43E-05,6.64E-06
9.13E-06,4.53E-06,1.61E-05,4.56E-07,2.90E-06,1.74E-06,0.1518470408,1.40E-05,6.74E-06
9.04E-06,4.62E-06,1.61E-05,4.50E-07,2.86E-06,1.68E-06,0.163258345,1.40E-05,6.92E-06
9.11E-06,4.86E-06,1.58E-05,4.33E-07,2.78E-06,2.34E-06,0.2026436191,1.39E-05,7.13E-06
8.80E-06,5.27E-06,1.58E-05,3.96E-07,2.64E-06,2.83E-06,0.2784606452,1.37E-05,7.45E-06
8.43E-06,5.56E-06,1.54E-05,3.51E-07,2.39E-06,2.36E-06,0.3546186733,1.31E-05,7.68E-06
8.44E-06,5.69E-06,1.52E-05,3.02E-07,2.07E-06,2.64E-06,0.424420506,1.25E-05,7.90E-06
8.98E-06,6.20E-06,1.58E-05,2.57E-07,1.90E-06,4.32E-06,0.5075854254,1.28E-05,8.59E-06
9.45E-06,6.89E-06,1.63E-05,1.98E-07,1.71E-06,6.14E-06,0.5813390869,1.27E-05,9.10E-06
9.16E-06,6.75E-06,1.53E-05,2.01E-07,1.46E-06,3.57E-06,0.6204650099,1.13E-05,8.29E-06
7.33E-06,5.30E-06,1.25E-05,2.06E-07,1.22E-06,1.88E-06,0.6175114892,9.00E-06,6.35E-06
5.46E-06,3.86E-06,9.45E-06,1.77E-07,1.07E-06,1.07E-06,0.5711505761,6.69E-06,4.34E-06
4.44E-06,2.91E-06,7.43E-06,1.59E-07,1.02E-06,5.84E-07,0.4976374909,5.52E-06,3.29E-06
3.80E-06,2.40E-06,6.58E-06,1.56E-07,9.88E-07,7.78E-07,0.4288255183,5.02E-06,2.85E-06
3.43E-06,2.18E-06,6.09E-06,1.53E-07,9.05E-07,7.27E-07,0.4058512147,4.74E-06,2.76E-06
3.28E-06,2.08E-06,5.62E-06,1.33E-07,7.77E-07,7.78E-07,0.4293337671,4.36E-06,2.72E-06
3.18E-06,2.01E-06,5.16E-06,1.15E-07,6.73E-07,4.82E-07,0.4644967705,3.97E-06,2.56E-06
2.81E-06,1.84E-06,4.84E-06,1.04E-07,5.91E-07,4.65E-07,0.4842563858,3.66E-06,2.42E-06
2.48E-06,1.67E-06,4.55E-06,9.06E-08,5.60E-07,5.42E-07,0.4987149116,3.40E-06,2.39E-06
2.31E-06,1.57E-06,4.36E-06,7.63E-08,5.07E-07,4.45E-07,0.5107786835,0,0
2.10E-06,1.42E-06,4.24E-06,6.39E-08,4.39E-07,1.54E-07,0.5201303747,0,0
1.87E-06,1.12E-06,3.84E-06,5.28E-08,3.60E-07,6.66E-08,0.5464313228,0,0
1.64E-06,9.66E-07,3.28E-06,4.21E-08,2.00E-07,1.32E-07,0.5712534986,0,0
1.43E-06,8.41E-07,2.83E-06,3.24E-08,1.89E-07,1.60E-07,0.5796082171,0,0
1.21E-06,7.19E-07,2.27E-06,2.06E-08,2.06E-07,-5.82E-08,0.6038695733,0,0
9.39E-07,6.13E-07,1.94E-06,2.09E-08,1.93E-07,5.00E-09,0.6084258041,0,0
8.95E-07,5.10E-07,1.79E-06,2.06E-08,1.92E-07,1.53E-07,0.5564262796,0,0
8.23E-07,5.62E-07,1.73E-06,3.68E-08,2.24E-07,4.24E-08,0.5335417339,0,0
7.58E-07,5.71E-07,1.48E-06,5.40E-08,2.41E-07,1.28E-07,0.5002968569,0,0
6.81E-07,5.49E-07,1.26E-06,5.03E-08,2.30E-07,1.91E-07,0.3866669454,8.94E-07,7.68E-07
6.88E-07,5.47E-07,1.18E-06,5.13E-08,2.08E-07,-1.04E-07,0.2924568792,8.40E-07,6.77E-07
5.52E-07,4.80E-07,1.27E-06,5.19E-08,1.85E-07,-3.67E-08,0.2714864154,8.19E-07,6.50E-07
5.01E-07,3.62E-07,9.16E-07,3.54E-08,1.75E-07,-1.46E-07,0.2392746296,6.29E-07,5.69E-07
6.48E-06,2.36E-06,1.28E-05,3.42E-07,2.25E-06,7.16E-07,0.2496073422,0,0
6.87E-06,2.51E-06,1.38E-05,3.53E-07,2.45E-06,8.43E-07,0.2488028444,1.27E-05,5.90E-06
7.36E-06,2.67E-06,1.46E-05,3.72E-07,2.63E-06,8.68E-07,0.233922458,1.34E-05,6.11E-06
7.88E-06,2.80E-06,1.59E-05,3.91E-07,2.81E-06,8.06E-07,0.2097724338,1.41E-05,6.39E-06
8.23E-06,2.89E-06,1.65E-05,4.10E-07,2.87E-06,1.20E-06,0.1893374371,1.47E-05,6.63E-06
8.38E-06,2.98E-06,1.65E-05,4.29E-07,2.82E-06,1.33E-06,0.1790813064,1.47E-05,6.48E-06
8.43E-06,3.05E-06,1.63E-05,4.31E-07,2.71E-06,1.30E-06,0.179374145,1.42E-05,6.04E-06
8.28E-06,3.07E-06,1.57E-05,4.18E-07,2.53E-06,1.23E-06,0.2035240109,1.34E-05,5.62E-06
7.97E-06,3.02E-06,1.49E-05,4.02E-07,2.33E-06,9.72E-07,0.2541402847,1.27E-05,5.46E-06
7.61E-06,2.92E-06,1.40E-05,3.76E-07,2.20E-06,8.48E-07,0.291897929,1.21E-05,5.43E-06
7.65E-06,2.84E-06,1.39E-05,3.58E-07,2.15E-06,8.84E-07,0.2944982193,1.19E-05,5.26E-06
7.47E-06,2.73E-06,1.35E-05,3.59E-07,2.05E-06,1.02E-06,0.2750343194,1.17E-05,5.17E-06
6.92E-06,2.57E-06,1.25E-05,3.67E-07,1.94E-06,6.38E-07,0.2442670718,1.10E-05,4.89E-06
6.39E-06,2.45E-06,1.15E-05,3.71E-07,1.89E-06,6.40E-07,0.204170836,1.03E-05,4.42E-06
5.89E-06,2.38E-06,1.09E-05,3.66E-07,1.87E-06,4.09E-07,0.164878917,9.71E-06,4.07E-06
5.58E-06,2.37E-06,1.08E-05,3.52E-07,1.90E-06,5.01E-07,0.1457513631,9.56E-06,4.03E-06
5.73E-06,2.46E-06,1.09E-05,3.38E-07,1.92E-06,7.80E-07,0.1623451616,9.67E-06,4.19E-06
6.08E-06,2.67E-06,1.15E-05,3.37E-07,1.94E-06,9.33E-07,0.1957884125,1.02E-05,4.55E-06
6.42E-06,2.89E-06,1.23E-05,3.60E-07,2.00E-06,1.14E-06,0.1928413487,1.09E-05,4.81E-06
6.57E-06,2.93E-06,1.26E-05,3.75E-07,2.10E-06,1.17E-06,0.1438098769,1.11E-05,4.77E-06
6.56E-06,2.89E-06,1.25E-05,3.89E-07,2.23E-06,1.04E-06,0.08145481885,1.11E-05,4.61E-06
6.83E-06,2.99E-06,1.30E-05,4.23E-07,2.39E-06,1.15E-06,0.0543414858,1.17E-05,4.79E-06
7.65E-06,3.29E-06,1.39E-05,4.55E-07,2.58E-06,1.54E-06,0.06383763805,1.25E-05,5.19E-06
8.25E-06,3.70E-06,1.51E-05,4.58E-07,2.77E-06,1.65E-06,0.08146676173,1.33E-05,5.74E-06
8.64E-06,4.10E-06,1.60E-05,4.59E-07,2.87E-06,1.90E-06,0.112575746,1.40E-05,6.35E-06
8.88E-06,4.35E-06,1.61E-05,4.57E-07,2.83E-06,1.77E-06,0.1418616046,1.40E-05,6.70E-06
8.91E-06,4.46E-06,1.58E-05,4.42E-07,2.81E-06,1.70E-06,0.157845989,1.37E-05,6.79E-06
8.90E-06,4.62E-06,1.59E-05,4.34E-07,2.80E-06,1.90E-06,0.1782682233,1.38E-05,6.97E-06
9.10E-06,4.96E-06,1.58E-05,4.19E-07,2.72E-06,2.72E-06,0.2367926533,1.38E-05,7.30E-06
8.78E-06,5.38E-06,1.58E-05,3.79E-07,2.56E-06,2.89E-06,0.3241478532,1.35E-05,7.57E-06
8.25E-06,5.60E-06,1.53E-05,3.31E-07,2.29E-06,2.32E-06,0.3979912266,1.29E-05,7.75E-06
8.40E-06,5.72E-06,1.48E-05,2.75E-07,2.00E-06,2.94E-06,0.4639098599,1.26E-05,8.04E-06
8.84E-06,6.45E-06,1.58E-05,2.23E-07,1.81E-06,5.45E-06,0.5441185143,1.25E-05,8.55E-06
9.36E-06,7.12E-06,1.58E-05,1.72E-07,1.60E-06,5.15E-06,0.6059163895,1.17E-05,8.53E-06
8.73E-06,6.20E-06,1.42E-05,1.62E-07,1.35E-06,2.34E-06,0.6182533167,9.84E-06,7.31E-06
6.26E-06,4.43E-06,1.11E-05,1.73E-07,1.13E-06,1.19E-06,0.5931804613,7.81E-06,5.52E-06
4.58E-06,3.21E-06,7.86E-06,1.61E-07,9.85E-07,8.48E-07,0.5376090064,5.98E-06,3.90E-06
3.75E-06,2.49E-06,6.51E-06,1.56E-07,9.24E-07,7.83E-07,0.4657438905,5.15E-06,3.12E-06
3.42E-06,2.10E-06,5.99E-06,1.45E-07,9.15E-07,6.65E-07,0.4132918567,4.85E-06,2.80E-06
3.10E-06,1.97E-06,5.65E-06,1.38E-07,8.39E-07,6.28E-07,0.4121442383,4.60E-06,2.76E-06
2.96E-06,1.89E-06,5.17E-06,1.19E-07,7.15E-07,5.38E-07,0.4462053422,4.18E-06,2.75E-06
2.87E-06,1.77E-06,4.88E-06,1.04E-07,6.01E-07,6.08E-07,0.4774856527,3.70E-06,2.52E-06
2.48E-06,1.61E-06,4.47E-06,9.59E-08,5.15E-07,4.54E-07,0.5020874961,3.44E-06,2.39E-06
2.23E-06,1.55E-06,4.21E-06,8.53E-08,5.06E-07,5.54E-07,0.5200405673,3.26E-06,2.44E-06
2.14E-06,1.45E-06,4.10E-06,6.80E-08,4.83E-07,4.76E-07,0.5262425389,0,0
1.91E-06,1.30E-06,4.09E-06,5.67E-08,4.12E-07,2.97E-07,0.5367445177,0,0
1.72E-06,1.09E-06,3.69E-06,5.73E-08,3.39E-07,3.40E-08,0.5676193677,0,0
1.52E-06,8.30E-07,3.02E-06,2.61E-08,1.67E-07,1.18E-07,0.6030135691,0,0
1.32E-06,7.47E-07,2.67E-06,1.78E-08,1.54E-07,8.50E-08,0.6029963126,0,0
1.11E-06,6.52E-07,2.18E-06,1.30E-08,1.88E-07,3.54E-08,0.6034081222,0,0
8.44E-07,5.68E-07,1.85E-06,2.59E-08,2.01E-07,-1.65E-08,0.5964969834,0,0
8.88E-07,4.99E-07,1.72E-06,3.10E-08,2.01E-07,1.52E-07,0.525514189,0,0
7.82E-07,4.67E-07,1.73E-06,2.54E-08,2.27E-07,5.20E-08,0.5238862649,0,0
7.61E-07,4.99E-07,1.44E-06,4.50E-08,2.41E-07,3.76E-08,0.4547690909,0,0
7.20E-07,4.91E-07,1.20E-06,4.74E-08,2.15E-07,8.51E-08,0.2733112284,8.35E-07,7.72E-07
6.64E-07,5.01E-07,1.14E-06,4.59E-08,1.85E-07,1.44E-09,0.1320871028,8.07E-07,6.77E-07
5.37E-07,4.62E-07,1.21E-06,4.75E-08,1.66E-07,-1.30E-08,0.1813483165,7.58E-07,6.26E-07
4.88E-07,3.65E-07,9.22E-07,3.40E-08,1.36E-07,-1.15E-07,0.2020246556,5.76E-07,5.50E-07
6.63E-06,2.40E-06,1.33E-05,3.58E-07,2.35E-06,8.97E-07,0.2379904391,0,0
7.04E-06,2.54E-06,1.43E-05,3.74E-07,2.55E-06,7.45E-07,0.2326258451,1.32E-05,6.05E-06
7.57E-06,2.67E-06,1.50E-05,3.89E-07,2.72E-06,9.10E-07,0.212866021,1.38E-05,6.16E-06
8.03E-06,2.83E-06,1.59E-05,4.04E-07,2.84E-06,1.03E-06,0.1921154939,1.43E-05,6.35E-06
8.32E-06,2.96E-06,1.67E-05,4.15E-07,2.85E-06,1.23E-06,0.1845262418,1.47E-05,6.54E-06
8.39E-06,3.01E-06,1.66E-05,4.29E-07,2.77E-06,1.41E-06,0.1825271808,1.45E-05,6.39E-06
8.31E-06,3.00E-06,1.60E-05,4.25E-07,2.65E-06,1.36E-06,0.1821108687,1.38E-05,5.89E-06
8.12E-06,2.94E-06,1.48E-05,4.12E-07,2.47E-06,1.20E-06,0.199417679,1.30E-05,5.42E-06
7.79E-06,2.88E-06,1.44E-05,4.03E-07,2.31E-06,1.13E-06,0.2394368837,1.23E-05,5.20E-06
7.45E-06,2.82E-06,1.39E-05,3.84E-07,2.21E-06,1.18E-06,0.2687684603,1.19E-05,5.17E-06
7.65E-06,2.81E-06,1.37E-05,3.63E-07,2.18E-06,8.37E-07,0.2725776463,1.17E-05,5.02E-06
7.45E-06,2.75E-06,1.34E-05,3.57E-07,2.08E-06,7.84E-07,0.2650792775,1.16E-05,5.02E-06
6.90E-06,2.60E-06,1.26E-05,3.65E-07,1.97E-06,7.67E-07,0.2450593724,1.10E-05,4.85E-06
6.37E-06,2.46E-06,1.15E-05,3.68E-07,1.90E-06,7.09E-07,0.2059182703,1.02E-05,4.41E-06
5.87E-06,2.37E-06,1.09E-05,3.63E-07,1.88E-06,4.84E-07,0.1629999263,9.68E-06,4.06E-06
5.59E-06,2.37E-06,1.08E-05,3.53E-07,1.90E-06,6.21E-07,0.1432324992,9.62E-06,4.05E-06
5.67E-06,2.48E-06,1.10E-05,3.37E-07,1.93E-06,8.64E-07,0.1654773006,9.66E-06,4.20E-06
6.11E-06,2.69E-06,1.16E-05,3.35E-07,1.96E-06,9.69E-07,0.1986838267,1.02E-05,4.62E-06
6.45E-06,2.85E-06,1.23E-05,3.56E-07,2.01E-06,1.28E-06,0.1883048366,1.08E-05,4.82E-06
6.52E-06,2.87E-06,1.24E-05,3.73E-07,2.09E-06,1.05E-06,0.1386209743,1.09E-05,4.74E-06
6.51E-06,2.85E-06,1.24E-05,3.90E-07,2.20E-06,1.14E-06,0.07979684917,1.10E-05,4.63E-06
6.81E-06,2.97E-06,1.30E-05,4.18E-07,2.37E-06,1.19E-06,0.0547945921,1.17E-05,4.88E-06
7.52E-06,3.30E-06,1.39E-05,4.40E-07,2.57E-06,1.63E-06,0.06884929338,1.24E-05,5.30E-06
8.19E-06,3.72E-06,1.50E-05,4.36E-07,2.74E-06,2.23E-06,0.09114837756,1.31E-05,5.78E-06
8.48E-06,4.12E-06,1.57E-05,4.33E-07,2.78E-06,1.86E-06,0.1299233093,1.37E-05,6.36E-06
8.68E-06,4.35E-06,1.58E-05,4.32E-07,2.75E-06,1.52E-06,0.1694001501,1.36E-05,6.68E-06
8.78E-06,4.45E-06,1.56E-05,4.19E-07,2.73E-06,1.88E-06,0.1865903695,1.34E-05,6.82E-06
8.93E-06,4.68E-06,1.57E-05,4.05E-07,2.71E-06,2.27E-06,0.2130409105,1.35E-05,7.02E-06
9.09E-06,5.10E-06,1.58E-05,3.90E-07,2.64E-06,2.68E-06,0.2735013746,1.37E-05,7.44E-06
8.63E-06,5.45E-06,1.57E-05,3.61E-07,2.50E-06,2.94E-06,0.347175517,1.33E-05,7.69E-06
8.23E-06,5.63E-06,1.52E-05,3.17E-07,2.26E-06,2.38E-06,0.4117173421,1.27E-05,7.77E-06
8.46E-06,5.94E-06,1.51E-05,2.70E-07,1.98E-06,3.55E-06,0.4807828049,1.25E-05,8.12E-06
8.89E-06,6.54E-06,1.55E-05,2.24E-07,1.76E-06,5.59E-06,0.5579416457,1.23E-05,8.51E-06
8.86E-06,6.54E-06,1.47E-05,1.74E-07,1.48E-06,3.70E-06,0.6106962022,1.08E-05,7.92E-06
7.53E-06,5.34E-06,1.25E-05,1.53E-07,1.23E-06,1.38E-06,0.6185492368,8.59E-06,6.25E-06
5.28E-06,3.76E-06,9.63E-06,1.55E-07,1.03E-06,8.66E-07,0.5916476062,6.63E-06,4.56E-06
4.01E-06,2.82E-06,7.06E-06,1.44E-07,9.09E-07,7.65E-07,0.5349006069,5.40E-06,3.44E-06
3.48E-06,2.30E-06,6.09E-06,1.44E-07,8.50E-07,7.34E-07,0.4730630226,4.80E-06,2.90E-06
3.28E-06,2.00E-06,5.84E-06,1.38E-07,8.42E-07,5.56E-07,0.4280092995,4.63E-06,2.69E-06
3.05E-06,1.91E-06,5.43E-06,1.32E-07,8.03E-07,5.73E-07,0.4361362133,4.50E-06,2.75E-06
2.89E-06,1.84E-06,4.93E-06,1.15E-07,6.84E-07,2.74E-07,0.4773663744,4.03E-06,2.75E-06
2.73E-06,1.70E-06,4.53E-06,9.50E-08,5.60E-07,5.94E-07,0.5038884563,3.50E-06,2.49E-06
2.36E-06,1.55E-06,4.25E-06,8.77E-08,4.73E-07,4.49E-07,0.5139649372,3.23E-06,2.35E-06
2.12E-06,1.49E-06,4.11E-06,7.35E-08,4.54E-07,5.87E-07,0.5420439187,3.12E-06,2.48E-06
2.05E-06,1.40E-06,4.07E-06,5.63E-08,4.23E-07,3.72E-07,0.5636652581,0,0
-1.18E-07,-5.08E-08,0,0,0,2.31E-07,0.06191496318,0,0
-1.01E-07,-4.09E-08,0,0,0,4.51E-08,0.06191496318,0,0
-1.18E-07,-2.23E-08,0,0,0,5.91E-08,0.06191496318,0,0
-9.87E-08,-9.07E-09,0,0,0,-1.15E-07,0.06191496318,0,0
-9.42E-08,-1.60E-08,0,0,0,8.16E-08,0.06191496318,0,0
-7.61E-08,-1.95E-08,0,0,0,1.27E-07,0.06191496318,0,0
7.92E-07,4.53E-07,1.73E-06,2.78E-08,2.23E-07,-1.19E-08,0.5387806392,0,0
