PAH 6.2,PAH 11.2,PAH 7.7,PAH G11.0,PAH 8.6,f_evsg,PAH G7.8,PAH G7.6
2.44E-06,1.38E-06,4.77E-06,1.01E-07,5.62E-07,0.492507797,1.66E-06,3.35E-06
2.64E-06,1.45E-06,5.33E-06,1.11E-07,6.18E-07,0.4834156833,1.82E-06,3.74E-06
2.84E-06,1.50E-06,5.59E-06,1.26E-07,6.64E-07,0.4740808773,1.88E-06,3.95E-06
3.04E-06,1.47E-06,5.49E-06,1.26E-07,7.23E-07,0.4372736107,1.80E-06,3.90E-06
2.92E-06,1.46E-06,5.47E-06,1.18E-07,7.85E-07,0.3859768768,1.69E-06,3.94E-06
2.96E-06,1.40E-06,5.45E-06,1.21E-07,8.16E-07,0.3105908188,1.57E-06,3.97E-06
2.90E-06,1.31E-06,5.37E-06,1.24E-07,8.31E-07,0.2409665824,1.48E-06,4.04E-06
2.93E-06,1.26E-06,5.52E-06,1.33E-07,8.49E-07,0.1996592158,1.45E-06,4.24E-06
2.98E-06,1.24E-06,5.46E-06,1.39E-07,8.60E-07,0.1906705888,1.41E-06,4.26E-06
3.04E-06,1.23E-06,5.33E-06,1.47E-07,8.85E-07,0.1899787037,1.38E-06,4.14E-06
3.04E-06,1.25E-06,5.57E-06,1.50E-07,8.89E-07,0.1746274341,1.39E-06,4.20E-06
2.97E-06,1.29E-06,5.78E-06,1.51E-07,8.74E-07,0.1695233896,1.42E-06,4.35E-06
3.00E-06,1.35E-06,5.72E-06,1.64E-07,8.71E-07,0.1767895885,1.42E-06,4.26E-06
2.93E-06,1.33E-06,5.47E-06,1.61E-07,8.64E-07,0.1919679858,1.35E-06,4.08E-06
2.85E-06,1.26E-06,5.31E-06,1.45E-07,8.42E-07,0.181293724,1.27E-06,3.99E-06
2.71E-06,1.18E-06,5.05E-06,1.37E-07,8.40E-07,0.1624804083,1.19E-06,3.87E-06
2.53E-06,1.11E-06,4.87E-06,1.37E-07,8.39E-07,0.1541947152,1.13E-06,3.84E-06
2.52E-06,1.03E-06,4.83E-06,1.37E-07,8.31E-07,0.1511319864,1.04E-06,3.79E-06
2.52E-06,1.00E-06,4.64E-06,1.36E-07,7.87E-07,0.139766247,9.63E-07,3.64E-06
2.45E-06,9.97E-07,4.58E-06,1.38E-07,7.62E-07,0.1621745309,9.92E-07,3.53E-06
2.40E-06,1.00E-06,4.57E-06,1.38E-07,7.61E-07,0.1946709866,1.06E-06,3.51E-06
2.40E-06,1.03E-06,4.55E-06,1.43E-07,7.63E-07,0.1996510364,1.07E-06,3.54E-06
2.46E-06,1.02E-06,4.60E-06,1.50E-07,7.77E-07,0.1682783679,1.02E-06,3.56E-06
2.47E-06,9.65E-07,4.67E-06,1.38E-07,7.81E-07,0.1514841229,9.96E-07,3.63E-06
2.99E-06,9.81E-07,4.64E-06,1.30E-07,8.06E-07,0.2108639903,9.84E-07,3.61E-06
1.63E-06,1.38E-06,3.55E-06,6.91E-08,3.81E-07,0.5780202606,1.42E-06,2.44E-06
1.75E-06,1.40E-06,3.56E-06,6.97E-08,3.93E-07,0.5650697419,1.39E-06,2.44E-06
1.76E-06,1.39E-06,3.41E-06,7.29E-08,4.27E-07,0.5121383154,1.35E-06,2.41E-06
1.95E-06,1.32E-06,3.58E-06,8.72E-08,4.67E-07,0.4808107823,1.35E-06,2.55E-06
2.20E-06,1.33E-06,4.09E-06,1.02E-07,5.01E-07,0.4826007403,1.47E-06,2.88E-06
2.39E-06,1.37E-06,4.67E-06,1.09E-07,5.45E-07,0.5050411856,1.64E-06,3.30E-06
2.59E-06,1.43E-06,5.11E-06,1.11E-07,5.88E-07,0.5011668531,1.79E-06,3.61E-06
2.81E-06,1.48E-06,5.47E-06,1.21E-07,6.43E-07,0.4843371684,1.87E-06,3.87E-06
3.04E-06,1.50E-06,5.55E-06,1.30E-07,7.04E-07,0.4521539597,1.84E-06,3.95E-06
2.95E-06,1.49E-06,5.57E-06,1.23E-07,7.65E-07,0.4137501003,1.78E-06,4.06E-06
3.04E-06,1.43E-06,5.43E-06,1.13E-07,8.03E-07,0.3601689442,1.65E-06,3.96E-06
3.05E-06,1.32E-06,5.25E-06,1.19E-07,8.19E-07,0.2864352213,1.49E-06,3.88E-06
2.89E-06,1.23E-06,5.33E-06,1.27E-07,8.34E-07,0.2202320742,1.42E-06,4.10E-06
2.89E-06,1.20E-06,5.38E-06,1.35E-07,8.47E-07,0.1863100222,1.38E-06,4.23E-06
2.97E-06,1.19E-06,5.32E-06,1.46E-07,8.74E-07,0.1699759585,1.34E-06,4.12E-06
2.93E-06,1.22E-06,5.58E-06,1.54E-07,8.93E-07,0.15961121,1.36E-06,4.18E-06
2.91E-06,1.29E-06,5.71E-06,1.53E-07,8.83E-07,0.1688844689,1.41E-06,4.28E-06
2.95E-06,1.38E-06,5.80E-06,1.57E-07,8.78E-07,0.1902279561,1.47E-06,4.27E-06
2.95E-06,1.40E-06,5.60E-06,1.53E-07,8.81E-07,0.2168775411,1.45E-06,4.12E-06
2.94E-06,1.36E-06,5.36E-06,1.38E-07,8.77E-07,0.2078738262,1.36E-06,3.99E-06
2.86E-06,1.29E-06,5.28E-06,1.26E-07,8.90E-07,0.1791974253,1.29E-06,3.95E-06
2.65E-06,1.22E-06,5.10E-06,1.29E-07,8.88E-07,0.157032621,1.22E-06,3.97E-06
2.69E-06,1.12E-06,5.15E-06,1.35E-07,8.68E-07,0.1358061441,1.13E-06,4.02E-06
2.55E-06,1.06E-06,4.94E-06,1.46E-07,8.33E-07,0.1094974569,1.03E-06,3.89E-06
2.52E-06,1.03E-06,4.72E-06,1.53E-07,8.02E-07,0.1296280146,1.01E-06,3.69E-06
2.44E-06,1.03E-06,4.62E-06,1.54E-07,8.01E-07,0.1583307426,1.05E-06,3.62E-06
2.52E-06,1.05E-06,4.72E-06,1.58E-07,8.13E-07,0.1610011885,1.08E-06,3.68E-06
2.58E-06,1.04E-06,4.78E-06,1.62E-07,8.32E-07,0.1455156577,1.06E-06,3.72E-06
2.56E-06,1.01E-06,4.87E-06,1.53E-07,8.50E-07,0.1453933437,1.04E-06,3.80E-06
3.01E-06,1.02E-06,4.83E-06,1.50E-07,8.91E-07,0.1949563235,1.02E-06,3.75E-06
1.64E-06,1.44E-06,3.68E-06,6.92E-08,3.95E-07,0.569347297,1.44E-06,2.53E-06
1.80E-06,1.48E-06,3.69E-06,7.51E-08,3.94E-07,0.5611774088,1.41E-06,2.53E-06
1.79E-06,1.48E-06,3.71E-06,8.55E-08,4.14E-07,0.533161935,1.39E-06,2.58E-06
1.96E-06,1.38E-06,3.78E-06,8.78E-08,4.64E-07,0.5046664289,1.40E-06,2.65E-06
2.16E-06,1.34E-06,4.21E-06,9.79E-08,5.15E-07,0.4987515047,1.49E-06,2.94E-06
2.27E-06,1.38E-06,4.64E-06,1.13E-07,5.43E-07,0.5067656195,1.62E-06,3.28E-06
2.55E-06,1.44E-06,4.92E-06,1.20E-07,5.62E-07,0.5168189783,1.78E-06,3.50E-06
2.78E-06,1.46E-06,5.44E-06,1.16E-07,5.88E-07,0.5117307388,1.93E-06,3.85E-06
2.98E-06,1.47E-06,5.63E-06,1.12E-07,6.47E-07,0.4805564526,1.94E-06,4.00E-06
2.97E-06,1.47E-06,5.76E-06,1.10E-07,7.41E-07,0.4391432006,1.91E-06,4.17E-06
3.06E-06,1.45E-06,5.75E-06,1.13E-07,8.09E-07,0.3858185891,1.81E-06,4.16E-06
3.08E-06,1.35E-06,5.47E-06,1.17E-07,8.57E-07,0.3139785297,1.62E-06,4.01E-06
2.89E-06,1.26E-06,5.49E-06,1.29E-07,8.88E-07,0.241383737,1.49E-06,4.15E-06
2.87E-06,1.21E-06,5.51E-06,1.38E-07,8.97E-07,0.190541401,1.42E-06,4.26E-06
3.01E-06,1.22E-06,5.44E-06,1.55E-07,9.16E-07,0.1485992537,1.35E-06,4.18E-06
3.01E-06,1.27E-06,5.79E-06,1.68E-07,9.41E-07,0.1224289134,1.38E-06,4.32E-06
2.99E-06,1.36E-06,5.85E-06,1.64E-07,9.45E-07,0.1425468956,1.45E-06,4.40E-06
3.07E-06,1.44E-06,5.83E-06,1.56E-07,9.31E-07,0.1825502816,1.51E-06,4.35E-06
3.11E-06,1.47E-06,5.72E-06,1.46E-07,9.18E-07,0.2131567488,1.51E-06,4.24E-06
3.09E-06,1.46E-06,5.50E-06,1.36E-07,9.00E-07,0.2162171025,1.45E-06,4.09E-06
2.91E-06,1.39E-06,5.51E-06,1.33E-07,9.09E-07,0.1917936298,1.41E-06,4.13E-06
2.79E-06,1.30E-06,5.22E-06,1.37E-07,9.29E-07,0.1511946941,1.32E-06,4.07E-06
2.74E-06,1.19E-06,5.27E-06,1.45E-07,9.27E-07,0.09610071296,1.21E-06,4.13E-06
2.72E-06,1.12E-06,5.01E-06,1.58E-07,8.89E-07,0.06074620657,1.07E-06,3.94E-06
2.61E-06,1.07E-06,4.82E-06,1.66E-07,8.57E-07,0.08760584728,1.03E-06,3.77E-06
2.58E-06,1.04E-06,4.66E-06,1.61E-07,8.61E-07,0.1153322788,1.04E-06,3.70E-06
2.66E-06,1.05E-06,4.84E-06,1.63E-07,8.63E-07,0.1214833968,1.04E-06,3.81E-06
2.78E-06,1.04E-06,4.99E-06,1.66E-07,8.53E-07,0.1205958466,1.04E-06,3.89E-06
2.75E-06,1.02E-06,4.93E-06,1.57E-07,8.56E-07,0.131520371,1.02E-06,3.87E-06
3.06E-06,1.04E-06,4.87E-06,1.53E-07,8.98E-07,0.1758360371,9.91E-07,3.83E-06
1.63E-06,1.41E-06,3.71E-06,6.30E-08,4.12E-07,0.5609849678,1.45E-06,2.53E-06
1.79E-06,1.48E-06,3.70E-06,6.82E-08,4.12E-07,0.5508239475,1.42E-06,2.54E-06
1.83E-06,1.51E-06,3.72E-06,7.97E-08,4.26E-07,0.5252466151,1.41E-06,2.62E-06
1.98E-06,1.44E-06,3.84E-06,9.29E-08,4.57E-07,0.4988810244,1.42E-06,2.69E-06
2.11E-06,1.36E-06,4.10E-06,1.03E-07,4.91E-07,0.4918772102,1.46E-06,2.87E-06
2.23E-06,1.34E-06,4.49E-06,1.12E-07,5.29E-07,0.5087047767,1.57E-06,3.17E-06
2.48E-06,1.41E-06,4.92E-06,1.15E-07,5.62E-07,0.5306714502,1.79E-06,3.48E-06
2.80E-06,1.46E-06,5.46E-06,1.10E-07,5.82E-07,0.5310608158,1.99E-06,3.78E-06
3.11E-06,1.47E-06,5.60E-06,1.05E-07,6.28E-07,0.5039777692,2.02E-06,3.92E-06
3.10E-06,1.48E-06,5.87E-06,1.07E-07,7.09E-07,0.4651304516,2.00E-06,4.18E-06
3.15E-06,1.47E-06,5.92E-06,1.11E-07,7.79E-07,0.4018320692,1.92E-06,4.26E-06
3.19E-06,1.40E-06,5.78E-06,1.21E-07,8.49E-07,0.3230931283,1.75E-06,4.21E-06
3.01E-06,1.31E-06,5.85E-06,1.30E-07,9.10E-07,0.2477662212,1.62E-06,4.32E-06
2.90E-06,1.30E-06,5.71E-06,1.42E-07,9.53E-07,0.1616504424,1.54E-06,4.34E-06
3.24E-06,1.35E-06,5.68E-06,1.61E-07,9.88E-07,0.08883410364,1.45E-06,4.33E-06
3.32E-06,1.42E-06,6.12E-06,1.73E-07,1.04E-06,0.06042656165,1.46E-06,4.58E-06
3.33E-06,1.49E-06,6.24E-06,1.67E-07,1.06E-06,0.1112047703,1.51E-06,4.68E-06
3.37E-06,1.56E-06,6.11E-06,1.59E-07,1.01E-06,0.1530792488,1.54E-06,4.58E-06
3.34E-06,1.59E-06,6.02E-06,1.51E-07,9.63E-07,0.185736851,1.54E-06,4.45E-06
3.23E-06,1.55E-06,5.84E-06,1.42E-07,9.37E-07,0.207454398,1.49E-06,4.29E-06
3.05E-06,1.44E-06,5.56E-06,1.40E-07,9.53E-07,0.1979888707,1.44E-06,4.18E-06
2.86E-06,1.33E-06,5.46E-06,1.43E-07,9.82E-07,0.15733044,1.39E-06,4.25E-06
2.82E-06,1.23E-06,5.53E-06,1.50E-07,1.00E-06,0.09115314242,1.29E-06,4.31E-06
2.83E-06,1.16E-06,5.29E-06,1.58E-07,9.58E-07,0.05099051339,1.15E-06,4.14E-06
2.78E-06,1.10E-06,5.05E-06,1.59E-07,9.27E-07,0.07707363895,1.12E-06,3.97E-06
2.79E-06,1.06E-06,4.84E-06,1.53E-07,9.04E-07,0.1013522812,1.10E-06,3.85E-06
2.86E-06,1.06E-06,4.99E-06,1.56E-07,8.98E-07,0.0972335176,1.07E-06,3.94E-06
2.94E-06,1.06E-06,5.07E-06,1.64E-07,8.79E-07,0.09236245621,1.04E-06,4.00E-06
2.81E-06,1.03E-06,5.05E-06,1.59E-07,8.67E-07,0.1147454293,1.01E-06,3.98E-06
3.12E-06,1.05E-06,4.95E-06,1.60E-07,9.03E-07,0.1753159372,9.87E-07,3.95E-06
1.69E-06,1.42E-06,3.52E-06,7.53E-08,4.57E-07,0.5492648496,1.44E-06,2.39E-06
1.80E-06,1.47E-06,3.61E-06,7.41E-08,4.57E-07,0.5356788816,1.42E-06,2.47E-06
1.83E-06,1.45E-06,3.59E-06,7.47E-08,4.73E-07,0.4975633315,1.37E-06,2.53E-06
2.02E-06,1.38E-06,3.67E-06,8.79E-08,4.77E-07,0.4695083447,1.35E-06,2.59E-06
2.12E-06,1.29E-06,3.92E-06,9.96E-08,4.88E-07,0.4701086021,1.38E-06,2.73E-06
2.20E-06,1.26E-06,4.34E-06,1.05E-07,5.29E-07,0.4982016079,1.51E-06,3.04E-06
2.47E-06,1.33E-06,4.90E-06,1.05E-07,5.51E-07,0.5351876952,1.77E-06,3.40E-06
2.86E-06,1.41E-06,5.47E-06,1.01E-07,5.65E-07,0.5454014343,2.03E-06,3.76E-06
3.13E-06,1.46E-06,5.71E-06,1.06E-07,6.15E-07,0.5210046222,2.08E-06,3.95E-06
3.05E-06,1.47E-06,5.89E-06,1.08E-07,6.86E-07,0.4850019719,2.05E-06,4.16E-06
3.26E-06,1.49E-06,5.91E-06,1.18E-07,7.69E-07,0.4245853919,1.96E-06,4.19E-06
3.22E-06,1.46E-06,6.08E-06,1.26E-07,8.72E-07,0.3463258218,1.86E-06,4.34E-06
3.14E-06,1.39E-06,6.18E-06,1.32E-07,9.16E-07,0.2707746528,1.74E-06,4.49E-06
3.14E-06,1.43E-06,6.04E-06,1.47E-07,9.57E-07,0.1848172392,1.66E-06,4.55E-06
3.46E-06,1.51E-06,5.90E-06,1.69E-07,1.03E-06,0.1047767987,1.57E-06,4.57E-06
3.63E-06,1.59E-06,6.48E-06,1.72E-07,1.12E-06,0.07305460655,1.58E-06,4.89E-06
3.67E-06,1.67E-06,6.63E-06,1.67E-07,1.14E-06,0.1120151738,1.59E-06,5.01E-06
3.64E-06,1.71E-06,6.51E-06,1.73E-07,1.09E-06,0.1293938183,1.58E-06,4.87E-06
3.49E-06,1.68E-06,6.32E-06,1.69E-07,1.01E-06,0.1409547732,1.54E-06,4.73E-06
3.38E-06,1.58E-06,6.09E-06,1.52E-07,9.71E-07,0.1638053417,1.47E-06,4.53E-06
3.16E-06,1.44E-06,5.78E-06,1.44E-07,9.85E-07,0.1606104945,1.43E-06,4.35E-06
2.89E-06,1.33E-06,5.72E-06,1.45E-07,1.02E-06,0.1357028164,1.41E-06,4.42E-06
2.92E-06,1.23E-06,5.82E-06,1.49E-07,1.03E-06,0.09452740273,1.34E-06,4.50E-06
2.94E-06,1.18E-06,5.62E-06,1.53E-07,1.00E-06,0.06185210037,1.24E-06,4.35E-06
2.90E-06,1.14E-06,5.34E-06,1.61E-07,9.74E-07,0.06967212328,1.20E-06,4.17E-06
2.88E-06,1.12E-06,5.27E-06,1.62E-07,9.67E-07,0.07532108733,1.17E-06,4.12E-06
2.96E-06,1.11E-06,5.22E-06,1.65E-07,9.50E-07,0.06906820367,1.10E-06,4.11E-06
3.02E-06,1.08E-06,5.20E-06,1.75E-07,9.26E-07,0.06151449628,1.03E-06,4.10E-06
2.87E-06,1.04E-06,5.12E-06,1.72E-07,9.27E-07,0.08395770925,1.00E-06,4.07E-06
3.15E-06,1.06E-06,5.21E-06,1.71E-07,9.69E-07,0.1408106406,1.01E-06,4.14E-06
1.69E-06,1.46E-06,3.54E-06,7.80E-08,4.70E-07,0.5265852871,1.41E-06,2.46E-06
1.77E-06,1.47E-06,3.64E-06,7.61E-08,4.57E-07,0.5164250869,1.38E-06,2.53E-06
1.78E-06,1.45E-06,3.58E-06,7.73E-08,4.60E-07,0.4802978883,1.31E-06,2.51E-06
1.94E-06,1.36E-06,3.59E-06,8.49E-08,4.72E-07,0.4563829127,1.29E-06,2.56E-06
2.08E-06,1.28E-06,3.87E-06,9.27E-08,4.99E-07,0.4604382863,1.36E-06,2.75E-06
2.17E-06,1.27E-06,4.27E-06,9.82E-08,5.55E-07,0.4860166925,1.49E-06,3.01E-06
2.44E-06,1.33E-06,4.79E-06,9.98E-08,5.75E-07,0.5339115828,1.75E-06,3.35E-06
2.83E-06,1.39E-06,5.36E-06,1.00E-07,5.64E-07,0.5541391472,2.03E-06,3.71E-06
2.99E-06,1.43E-06,5.75E-06,1.07E-07,6.18E-07,0.5297263792,2.11E-06,3.97E-06
2.98E-06,1.45E-06,5.89E-06,1.12E-07,7.19E-07,0.4847538507,2.06E-06,4.13E-06
3.28E-06,1.49E-06,5.97E-06,1.14E-07,7.95E-07,0.425519224,1.99E-06,4.22E-06
3.43E-06,1.51E-06,6.06E-06,1.18E-07,8.71E-07,0.3647427691,1.92E-06,4.32E-06
3.46E-06,1.53E-06,6.15E-06,1.33E-07,9.16E-07,0.3073199665,1.82E-06,4.51E-06
3.57E-06,1.60E-06,6.08E-06,1.50E-07,9.69E-07,0.2468514803,1.74E-06,4.67E-06
3.70E-06,1.71E-06,6.30E-06,1.72E-07,1.08E-06,0.1748782305,1.69E-06,4.87E-06
3.85E-06,1.80E-06,7.10E-06,1.83E-07,1.23E-06,0.1118131965,1.72E-06,5.30E-06
3.88E-06,1.84E-06,7.15E-06,1.84E-07,1.25E-06,0.08530239037,1.71E-06,5.41E-06
3.82E-06,1.81E-06,6.98E-06,1.95E-07,1.19E-06,0.06576243458,1.65E-06,5.27E-06
3.56E-06,1.69E-06,6.64E-06,1.92E-07,1.11E-06,0.06354631268,1.53E-06,5.02E-06
3.39E-06,1.54E-06,6.34E-06,1.71E-07,1.02E-06,0.08917937718,1.46E-06,4.82E-06
3.20E-06,1.42E-06,6.00E-06,1.58E-07,1.00E-06,0.099148421,1.43E-06,4.61E-06
2.97E-06,1.34E-06,5.85E-06,1.58E-07,1.04E-06,0.09351179464,1.41E-06,4.56E-06
3.00E-06,1.25E-06,5.92E-06,1.59E-07,1.05E-06,0.07849574526,1.34E-06,4.58E-06
3.00E-06,1.20E-06,5.65E-06,1.59E-07,1.01E-06,0.0591300631,1.25E-06,4.41E-06
3.01E-06,1.17E-06,5.51E-06,1.68E-07,9.79E-07,0.06073506527,1.22E-06,4.26E-06
2.94E-06,1.15E-06,5.51E-06,1.79E-07,9.97E-07,0.06532362975,1.20E-06,4.31E-06
2.92E-06,1.14E-06,5.42E-06,1.83E-07,9.87E-07,0.06691095315,1.12E-06,4.29E-06
2.99E-06,1.09E-06,5.33E-06,1.86E-07,9.61E-07,0.06080567221,1.03E-06,4.23E-06
2.92E-06,1.04E-06,5.33E-06,1.81E-07,9.67E-07,0.06590918709,9.98E-07,4.23E-06
3.20E-06,1.04E-06,5.32E-06,1.75E-07,9.96E-07,0.1213954167,9.95E-07,4.26E-06
1.74E-06,1.48E-06,3.61E-06,7.41E-08,5.37E-07,0.4888537125,1.39E-06,2.56E-06
1.78E-06,1.48E-06,3.67E-06,7.29E-08,5.13E-07,0.4854765682,1.35E-06,2.59E-06
1.76E-06,1.45E-06,3.58E-06,7.50E-08,4.90E-07,0.4629483809,1.26E-06,2.52E-06
1.90E-06,1.39E-06,3.54E-06,8.35E-08,4.80E-07,0.4411708641,1.25E-06,2.54E-06
2.06E-06,1.33E-06,3.88E-06,9.11E-08,4.97E-07,0.4380529981,1.35E-06,2.81E-06
2.22E-06,1.32E-06,4.39E-06,9.74E-08,5.60E-07,0.4414888565,1.51E-06,3.17E-06
2.48E-06,1.37E-06,4.90E-06,9.96E-08,5.85E-07,0.4849763115,1.75E-06,3.47E-06
2.83E-06,1.42E-06,5.39E-06,1.02E-07,5.85E-07,0.5123273531,2.00E-06,3.74E-06
3.05E-06,1.46E-06,5.78E-06,1.12E-07,6.45E-07,0.5021070463,2.09E-06,3.99E-06
3.01E-06,1.50E-06,6.01E-06,1.18E-07,7.46E-07,0.4657688552,2.05E-06,4.21E-06
3.16E-06,1.56E-06,6.23E-06,1.19E-07,8.12E-07,0.4034363589,2.01E-06,4.40E-06
3.55E-06,1.65E-06,6.36E-06,1.30E-07,8.77E-07,0.349769858,2.00E-06,4.55E-06
3.68E-06,1.73E-06,6.25E-06,1.40E-07,9.56E-07,0.3050118651,1.95E-06,4.66E-06
3.82E-06,1.82E-06,6.52E-06,1.48E-07,1.02E-06,0.2561701536,1.90E-06,4.93E-06
3.96E-06,1.90E-06,6.82E-06,1.65E-07,1.16E-06,0.1917733758,1.85E-06,5.16E-06
3.97E-06,1.93E-06,7.43E-06,1.84E-07,1.28E-06,0.1125821148,1.81E-06,5.55E-06
3.97E-06,1.90E-06,7.34E-06,2.00E-07,1.30E-06,0.04334711839,1.72E-06,5.64E-06
3.95E-06,1.81E-06,7.28E-06,2.18E-07,1.27E-06,0,1.65E-06,5.59E-06
3.75E-06,1.66E-06,6.94E-06,2.15E-07,1.20E-06,0,1.54E-06,5.36E-06
3.56E-06,1.51E-06,6.62E-06,1.95E-07,1.11E-06,0.01122276091,1.45E-06,5.09E-06
3.35E-06,1.41E-06,6.31E-06,1.78E-07,1.08E-06,0.0357634837,1.42E-06,4.89E-06
3.08E-06,1.34E-06,6.08E-06,1.71E-07,1.08E-06,0.05154067301,1.40E-06,4.77E-06
2.98E-06,1.25E-06,5.96E-06,1.64E-07,1.07E-06,0.04621355887,1.32E-06,4.65E-06
2.97E-06,1.19E-06,5.71E-06,1.62E-07,1.01E-06,0.03076826878,1.21E-06,4.51E-06
2.98E-06,1.16E-06,5.44E-06,1.68E-07,9.69E-07,0.03755217798,1.17E-06,4.33E-06
2.95E-06,1.12E-06,5.47E-06,1.73E-07,9.80E-07,0.05709374057,1.18E-06,4.33E-06
2.89E-06,1.10E-06,5.41E-06,1.75E-07,9.60E-07,0.07524677007,1.13E-06,4.32E-06
2.95E-06,1.07E-06,5.33E-06,1.78E-07,9.38E-07,0.0713889872,1.05E-06,4.26E-06
2.91E-06,1.01E-06,5.34E-06,1.72E-07,9.39E-07,0.06041099383,1.02E-06,4.28E-06
3.16E-06,9.89E-07,5.14E-06,1.64E-07,9.33E-07,0.1149740583,9.65E-07,4.20E-06
1.92E-06,1.56E-06,3.94E-06,8.46E-08,6.73E-07,0.4049742849,1.45E-06,2.76E-06
1.91E-06,1.54E-06,3.80E-06,7.95E-08,6.32E-07,0.4186866748,1.36E-06,2.65E-06
1.80E-06,1.47E-06,3.53E-06,7.40E-08,5.78E-07,0.4165535525,1.24E-06,2.52E-06
1.92E-06,1.42E-06,3.55E-06,8.35E-08,5.50E-07,0.396998684,1.22E-06,2.54E-06
2.07E-06,1.39E-06,3.92E-06,9.69E-08,5.55E-07,0.3982386909,1.32E-06,2.81E-06
2.24E-06,1.36E-06,4.45E-06,1.01E-07,5.91E-07,0.4085759231,1.48E-06,3.19E-06
2.51E-06,1.39E-06,4.94E-06,1.03E-07,6.09E-07,0.4520414628,1.70E-06,3.50E-06
2.85E-06,1.50E-06,5.52E-06,1.11E-07,6.35E-07,0.473066618,1.96E-06,3.82E-06
3.12E-06,1.52E-06,5.96E-06,1.15E-07,7.18E-07,0.4649539224,2.07E-06,4.08E-06
3.14E-06,1.58E-06,6.20E-06,1.20E-07,8.07E-07,0.4396002403,2.06E-06,4.31E-06
3.32E-06,1.67E-06,6.46E-06,1.27E-07,8.83E-07,0.373550071,2.04E-06,4.56E-06
3.52E-06,1.81E-06,6.68E-06,1.40E-07,9.52E-07,0.3131110387,2.07E-06,4.80E-06
3.76E-06,1.94E-06,6.83E-06,1.47E-07,9.91E-07,0.2752514503,2.06E-06,5.05E-06
3.95E-06,2.00E-06,6.98E-06,1.48E-07,1.05E-06,0.2470795063,2.00E-06,5.28E-06
3.99E-06,1.99E-06,7.05E-06,1.66E-07,1.14E-06,0.1806412272,1.88E-06,5.34E-06
3.92E-06,1.88E-06,6.95E-06,1.90E-07,1.21E-06,0.08574336446,1.72E-06,5.42E-06
3.79E-06,1.76E-06,7.20E-06,2.12E-07,1.24E-06,0,1.62E-06,5.61E-06
3.86E-06,1.67E-06,7.27E-06,2.27E-07,1.27E-06,0,1.56E-06,5.66E-06
3.85E-06,1.56E-06,7.05E-06,2.23E-07,1.21E-06,0,1.49E-06,5.49E-06
3.70E-06,1.46E-06,6.77E-06,2.06E-07,1.16E-06,0,1.41E-06,5.28E-06
3.45E-06,1.38E-06,6.46E-06,1.93E-07,1.17E-06,0,1.39E-06,5.08E-06
3.26E-06,1.32E-06,6.27E-06,1.85E-07,1.16E-06,0.03376903629,1.37E-06,4.91E-06
3.14E-06,1.24E-06,6.05E-06,1.71E-07,1.09E-06,0.06043008438,1.29E-06,4.74E-06
3.04E-06,1.17E-06,5.68E-06,1.67E-07,1.00E-06,0.05034942539,1.16E-06,4.50E-06
2.91E-06,1.12E-06,5.40E-06,1.68E-07,9.41E-07,0.05589785475,1.11E-06,4.27E-06
2.79E-06,1.05E-06,5.21E-06,1.61E-07,9.30E-07,0.06273590143,1.10E-06,4.15E-06
2.78E-06,1.04E-06,5.20E-06,1.61E-07,9.01E-07,0.08328417098,1.07E-06,4.11E-06
2.81E-06,1.02E-06,5.17E-06,1.66E-07,8.82E-07,0.08648648854,1.04E-06,4.10E-06
2.79E-06,9.67E-07,5.12E-06,1.57E-07,8.70E-07,0.08194317653,1.03E-06,4.09E-06
3.10E-06,9.43E-07,4.96E-06,1.50E-07,8.62E-07,0.130516933,9.92E-07,4.04E-06
2.08E-06,1.64E-06,4.35E-06,9.84E-08,7.29E-07,0.3583450372,1.52E-06,3.06E-06
2.03E-06,1.60E-06,4.10E-06,9.09E-08,6.78E-07,0.3784115204,1.41E-06,2.88E-06
1.89E-06,1.53E-06,3.68E-06,8.26E-08,6.15E-07,0.3824304613,1.26E-06,2.65E-06
2.00E-06,1.48E-06,3.73E-06,8.58E-08,6.13E-07,0.3570912153,1.25E-06,2.70E-06
2.11E-06,1.44E-06,4.07E-06,1.03E-07,6.35E-07,0.3626950591,1.35E-06,2.92E-06
2.25E-06,1.43E-06,4.50E-06,1.15E-07,6.56E-07,0.4028643573,1.49E-06,3.23E-06
2.47E-06,1.50E-06,4.96E-06,1.21E-07,6.57E-07,0.4547273598,1.70E-06,3.53E-06
2.87E-06,1.62E-06,5.61E-06,1.26E-07,6.95E-07,0.4777840133,1.96E-06,3.89E-06
3.21E-06,1.69E-06,6.20E-06,1.20E-07,7.98E-07,0.4664845068,2.12E-06,4.23E-06
3.32E-06,1.77E-06,6.53E-06,1.21E-07,8.69E-07,0.4342553481,2.15E-06,4.54E-06
3.53E-06,1.85E-06,6.64E-06,1.29E-07,9.21E-07,0.3626619128,2.08E-06,4.74E-06
3.69E-06,1.92E-06,6.76E-06,1.34E-07,9.79E-07,0.2926225674,2.02E-06,4.91E-06
3.82E-06,2.00E-06,6.72E-06,1.48E-07,9.93E-07,0.2423548322,1.96E-06,5.12E-06
3.90E-06,1.98E-06,6.72E-06,1.59E-07,1.05E-06,0.2008384028,1.86E-06,5.25E-06
